Server address : 10.10.1.1:4433, Client address 10.10.1.2:4572
Server address : 10.10.2.1:6469, Client address 10.10.2.2:6555
Server address : 10.10.1.1:5942, Client address 10.10.1.2:6261
Server address : 10.10.2.1:5353, Client address 10.10.2.2:5774
Server address : 10.10.1.1:4911, Client address 10.10.1.2:4551
Server address : 10.10.2.1:6833, Client address 10.10.2.2:5494
Server address : 10.10.1.1:5006, Client address 10.10.1.2:6324
Server address : 10.10.2.1:6647, Client address 10.10.2.2:6530
Server address : 10.10.1.1:6965, Client address 10.10.1.2:6677
Server address : 10.10.2.1:4851, Client address 10.10.2.2:6374
Server address : 10.10.1.1:5307, Client address 10.10.1.2:6312
Server address : 10.10.2.1:5501, Client address 10.10.2.2:5734
Server address : 10.10.1.1:4570, Client address 10.10.1.2:5826
