Server address : 10.10.1.1:4433, Client address 10.10.1.2:5580
Server address : 10.10.2.1:5262, Client address 10.10.2.2:6194
Server address : 10.10.1.1:6407, Client address 10.10.1.2:5172
Server address : 10.10.2.1:4475, Client address 10.10.2.2:5105
Server address : 10.10.1.1:6115, Client address 10.10.1.2:5374
Server address : 10.10.2.1:4947, Client address 10.10.2.2:6350
Server address : 10.10.1.1:4868, Client address 10.10.1.2:5653
Server address : 10.10.2.1:5599, Client address 10.10.2.2:6104
Server address : 10.10.1.1:5198, Client address 10.10.1.2:5583
Server address : 10.10.2.1:5693, Client address 10.10.2.2:5034
Server address : 10.10.1.1:5942, Client address 10.10.1.2:6727
Server address : 10.10.2.1:4956, Client address 10.10.2.2:6193
Server address : 10.10.1.1:6066, Client address 10.10.1.2:5738
Server address : 10.10.2.1:5134, Client address 10.10.2.2:6183
Server address : 10.10.1.1:6851, Client address 10.10.1.2:4499
Server address : 10.10.2.1:6146, Client address 10.10.2.2:5841
