Server address : 10.10.1.1:4433, Client address 10.10.1.2:5557
Server address : 10.10.2.1:4580, Client address 10.10.2.2:6363
Server address : 10.10.1.1:5918, Client address 10.10.1.2:6379
Server address : 10.10.2.1:5650, Client address 10.10.2.2:5525
Server address : 10.10.1.1:6827, Client address 10.10.1.2:6369
Server address : 10.10.2.1:6169, Client address 10.10.2.2:5601
Server address : 10.10.1.1:4861, Client address 10.10.1.2:6523
Server address : 10.10.2.1:5340, Client address 10.10.2.2:5565
Server address : 10.10.1.1:6368, Client address 10.10.1.2:4622
Server address : 10.10.2.1:5870, Client address 10.10.2.2:6591
Server address : 10.10.1.1:5360, Client address 10.10.1.2:6943
Server address : 10.10.2.1:5365, Client address 10.10.2.2:5450
Server address : 10.10.1.1:6955, Client address 10.10.1.2:5164
