Server address : 10.10.1.1:4433, Client address 10.10.1.2:6478
Server address : 10.10.2.1:5206, Client address 10.10.2.2:6447
Server address : 10.10.1.1:5201, Client address 10.10.1.2:4729
Server address : 10.10.2.1:6390, Client address 10.10.2.2:6482
Server address : 10.10.1.1:6681, Client address 10.10.1.2:6102
Server address : 10.10.2.1:6695, Client address 10.10.2.2:6683
Server address : 10.10.1.1:6640, Client address 10.10.1.2:5895
Server address : 10.10.2.1:6870, Client address 10.10.2.2:5056
Server address : 10.10.1.1:6980, Client address 10.10.1.2:5377
Server address : 10.10.2.1:6270, Client address 10.10.2.2:5395
Server address : 10.10.1.1:6449, Client address 10.10.1.2:6479
