Server address : 10.10.1.1:4433, Client address 10.10.1.2:5642
Server address : 10.10.2.1:5995, Client address 10.10.2.2:5950
Server address : 10.10.1.1:6222, Client address 10.10.1.2:4958
Server address : 10.10.2.1:4588, Client address 10.10.2.2:4667
Server address : 10.10.1.1:5169, Client address 10.10.1.2:5019
Server address : 10.10.2.1:5155, Client address 10.10.2.2:5535
Server address : 10.10.1.1:5670, Client address 10.10.1.2:6710
Server address : 10.10.2.1:5013, Client address 10.10.2.2:5467
Server address : 10.10.1.1:5623, Client address 10.10.1.2:5007
Server address : 10.10.2.1:5157, Client address 10.10.2.2:5434
Server address : 10.10.1.1:4761, Client address 10.10.1.2:5415
