  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
04:44:02      4.67      2.33      0.00      0.00      0.00      0.00
04:44:03      6.28      0.58  676469.0    440.03  543357.9    384.78
04:44:04      3.34      0.00  1.93e+06    790.48  1.63e+06    805.06
04:44:05      4.98      0.00  1.89e+06    756.52  1.64e+06    721.20
04:44:06      2.63      0.00  1.98e+06    678.38  1.52e+06    606.69
04:44:07      5.63      0.00  1.88e+06    675.82  1.53e+06    708.39
04:44:08      2.40      0.00  1.84e+06    651.83  1.66e+06    841.95
04:44:09      4.27      0.00  1.93e+06    669.51  1.62e+06    713.56
04:44:10      2.93      0.00  1.92e+06    688.68  1.63e+06    667.82
04:44:11      3.22      0.00  1.93e+06    707.42  1.64e+06    643.13
04:44:12      2.99      0.00  1.83e+06    663.42  1.69e+06    653.74
04:44:13      2.28      0.00  2.07e+06    723.48  1.53e+06    529.32
04:44:14      3.34      0.00  2.07e+06    724.67  1.52e+06    533.39
04:44:15      2.22      0.00  2.01e+06    676.74  1.55e+06    545.00
04:44:16      3.86      0.00  2.02e+06    689.25  1.58e+06    580.48
04:44:17      4.80      0.00  1.99e+06    684.87  1.61e+06    610.30
04:44:18      3.04      0.00  1.92e+06    640.68  1.58e+06    672.70
04:44:19      4.62      0.00  2.03e+06    688.50  1.42e+06    554.46
04:44:20      4.50      2.15  2.01e+06    679.89  1.52e+06    574.64
04:44:21      4.20      0.65  2.00e+06    703.69  1.58e+06    634.19
04:44:22      5.45      0.00  1.88e+06    650.87  1.62e+06    679.34
04:44:23      3.04      0.92  1.13e+06    387.04  979329.8    411.36
  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
04:44:24      4.24      0.25      0.00      0.00      0.00      0.00
04:44:25      4.92      1.49      0.00      0.00      0.00      0.00
04:44:26      3.40      0.88      0.00      0.00      0.00      0.00
04:44:27      3.26      0.21      0.00      0.00      0.00      0.00
04:44:28      5.91      1.83      0.00      0.00      0.00      0.00
04:44:29      4.59      1.32      0.00      0.00      0.00      0.00
04:44:30      4.64      0.24      0.00      0.00      0.00      0.00
04:44:31      4.81      1.90      0.00      0.00      0.00      0.00
04:44:32      4.24      0.39      0.00      0.00      0.00      0.00
04:44:33      4.91      1.83      0.00      0.00      0.00      0.00
04:44:34      5.52      0.83      0.00      0.00      0.00      0.00
04:44:35      4.89      2.03      0.00      0.00      0.00      0.00
04:44:36      6.02      2.00      0.00      0.00      0.00      0.00
04:44:37      4.36      0.34      0.00      0.00      0.00      0.00
04:44:38      9.30      3.61      0.00      0.00      0.00      0.00
04:44:39      4.86      1.69      0.00      0.00      0.00      0.00
04:44:40      4.67      2.10      0.00      0.00      0.00      0.00
04:44:41      6.09      1.43      0.00      0.00      0.00      0.00
04:44:42      3.23      0.88      0.00      0.00      0.00      0.00
04:44:43      5.25      0.21      0.00      0.00      0.00      0.00
04:44:44      4.44      0.93      0.00      0.00      0.00      0.00
04:44:45      6.56      1.72      0.00      0.00      0.00      0.00
  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
04:44:46      3.17      0.92      0.00      0.00      0.00      0.00
04:44:47      8.20      1.90      0.00      0.00      0.00      0.00
04:44:48      2.84      0.39      0.00      0.00      0.00      0.00
04:44:49      8.31      0.93      0.00      0.00      0.00      0.00
04:44:50      4.79      1.47      0.00      0.00      0.00      0.00
04:44:51      7.74      1.59      0.00      0.00      0.00      0.00
04:44:52      5.55      2.00      0.00      0.00      0.00      0.00
04:44:53      8.57      0.34      0.00      0.00      0.00      0.00
04:44:54      4.88      1.04      0.00      0.00      0.00      0.00
04:44:55      8.48      1.47      0.00      0.00      0.00      0.00
04:44:56      4.81      1.91      0.00      0.00      0.00      0.00
04:44:57      3.11      0.24      0.00      0.00      0.00      0.00
04:44:58      6.21      1.90      0.00      0.00      0.00      0.00
04:44:59      4.10      0.28      0.00      0.00      0.00      0.00
04:45:00      6.28      1.10      0.00      0.00      0.00      0.00
04:45:01      5.55      1.47      0.00      0.00      0.00      0.00
