  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
11:09:17      8.37      4.49  42163.92     84.27  42051.19     81.81
11:09:18      4.33      0.00  225917.3    440.92  225824.4    426.81
11:09:19      4.11      0.06  227755.8    430.86  227576.4    426.14
11:09:20      2.17      0.06  227690.1    427.27  227826.0    435.37
11:09:21      2.34      0.00  228088.4    439.38  227850.1    413.44
11:09:22      5.21      0.00  227915.5    429.74  228199.9    416.37
11:09:23      4.17      0.00  227599.0    432.50  227627.5    437.45
11:09:24      4.33      0.00  227370.5    419.70  227908.8    453.44
11:09:25      5.27      0.00  227253.7    439.68  227345.6    436.00
11:09:26      4.45      0.00  227099.6    452.31  227405.9    431.86
11:09:27      4.62      0.00  227723.5    422.71  227607.0    435.61
11:09:28      4.81      0.00  227863.8    427.51  227869.9    419.33
11:09:29      4.51      0.00  227401.0    444.13  227195.5    426.12
11:09:30      4.21      0.00  228300.1    411.35  228278.2    426.46
11:09:31      4.27      0.00  227796.8    432.48  227684.8    418.82
11:09:32      2.23      0.00  227134.1    419.94  227335.8    431.22
11:09:33      3.51      0.06  226663.4    418.91  226865.2    450.59
11:09:34      3.45      0.00  227757.3    415.72  227751.0    429.14
11:09:35      2.34      0.00  227205.4    414.10  227090.3    439.92
11:09:36      3.10      0.00  228101.4    403.96  227775.3    414.86
11:09:37     11.77      8.56  180611.7    213.34  180584.1    207.21
11:09:38     13.81     10.43      0.00      0.00      0.00      0.00
