  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
02:12:59      4.09      2.25      0.00      0.00      0.00      0.00
02:13:00      5.69      0.34  1.25e+06   1019.16  864829.4    807.95
02:13:01      1.93      0.00  1.58e+06    816.85  1.14e+06    717.50
02:13:02      4.62      0.00  1.60e+06    839.66  1.12e+06    708.98
02:13:03      3.39      0.00  1.62e+06    859.44  1.15e+06    868.93
02:13:04      3.23      0.00  1.62e+06    910.39  1.21e+06    973.36
02:13:05      3.16      0.00  1.61e+06    880.80  1.20e+06    956.27
02:13:06      2.99      0.00  1.58e+06    862.42  1.20e+06    974.60
02:13:07      2.93      0.18  1.61e+06    881.17  1.21e+06    972.91
02:13:08      3.04      0.00  1.59e+06    854.52  1.21e+06    965.77
02:13:09      3.16      0.00  1.59e+06    866.72  1.20e+06    964.10
02:13:10      3.05      0.30  1.58e+06    847.14  1.20e+06    973.66
02:13:11      3.22      0.00  1.59e+06    854.78  1.20e+06    957.39
02:13:12      1.81      0.00  1.59e+06    850.26  1.20e+06    965.22
02:13:13      3.98      0.00  1.60e+06    865.77  1.20e+06    959.08
02:13:14      3.69      0.00  1.58e+06    847.11  1.20e+06    949.16
02:13:15      3.04      0.00  1.59e+06    851.84  1.20e+06    943.11
02:13:16      3.51      0.00  1.52e+06    796.93  1.17e+06    778.97
02:13:17      2.46      0.00  1.61e+06    887.44  1.18e+06    838.59
02:13:18      3.98      0.00  1.61e+06    876.23  1.20e+06    953.21
02:13:19      2.11      0.00  1.61e+06    869.37  1.19e+06    914.83
02:13:20      3.99      0.97  301421.6    167.94  232777.3    160.58
  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
02:13:21      5.50      1.49      0.00      0.00      0.00      0.00
02:13:22      2.35      0.88      0.00      0.00      0.00      0.00
02:13:23      4.69      0.73      0.00      0.00      0.00      0.00
02:13:24      4.07      1.42      0.00      0.00      0.00      0.00
02:13:25      5.58      1.21      0.00      0.00      0.00      0.00
02:13:26      4.16      2.08      0.00      0.00      0.00      0.00
02:13:27      5.00      0.40      0.00      0.00      0.00      0.00
02:13:28      5.55      0.62      0.00      0.00      0.00      0.00
02:13:29      6.82      1.42      0.00      0.00      0.00      0.00
02:13:30      6.58      2.00      0.00      0.00      0.00      0.00
02:13:31      5.30      1.04      0.00      0.00      0.00      0.00
02:13:32      5.96      1.84      0.00      0.00      0.00      0.00
02:13:33      3.54      0.34      0.00      0.00      0.00      0.00
02:13:34      8.15      3.83      0.00      0.00      0.00      0.00
02:13:35      5.43      1.47      0.00      0.00      0.00      0.00
02:13:36      4.91      2.03      0.00      0.00      0.00      0.00
02:13:37      5.22      1.43      0.00      0.00      0.00      0.00
02:13:38      5.27      0.88      0.00      0.00      0.00      0.00
02:13:39      3.46      0.73      0.00      0.00      0.00      0.00
02:13:40      5.41      1.37      0.00      0.00      0.00      0.00
02:13:41      6.56      0.83      0.00      0.00      0.00      0.00
02:13:42      5.33      0.92      0.00      0.00      0.00      0.00
  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
02:13:43      6.39      1.90      0.00      0.00      0.00      0.00
02:13:44      4.07      0.39      0.00      0.00      0.00      0.00
02:13:45      5.50      0.93      0.00      0.00      0.00      0.00
02:13:46      6.72      1.47      0.00      0.00      0.00      0.00
02:13:47      4.23      1.59      0.00      0.00      0.00      0.00
02:13:48      4.73      2.00      0.00      0.00      0.00      0.00
02:13:49      3.95      0.34      0.00      0.00      0.00      0.00
02:13:50      7.05      1.10      0.00      0.00      0.00      0.00
02:13:51      4.16      1.06      0.00      0.00      0.00      0.00
02:13:52      7.43      2.37      0.00      0.00      0.00      0.00
02:13:53      6.50      1.43      0.00      0.00      0.00      0.00
02:13:54      4.57      0.88      0.00      0.00      0.00      0.00
02:13:55      5.31      0.21      0.00      0.00      0.00      0.00
02:13:56      6.49      1.83      0.00      0.00      0.00      0.00
