  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
14:58:31  179503.0    276.05  159967.7    279.99      7.92      1.08
14:58:32  547599.2    262.95  435480.8    260.25      6.03      0.00
14:58:33  547527.7    286.23  432041.4    258.41      5.50      0.12
14:58:34  548102.6    278.49  497981.2    238.69      5.97      0.00
14:58:35  544145.6    276.90  492135.8    237.97      5.85      0.00
14:58:36  616399.8    326.39  575644.0    299.16      5.79      0.00
14:58:37  710639.9    359.60  616707.2    305.77      5.74      0.06
14:58:38  702637.4    335.13  614943.0    314.51      6.26      0.00
14:58:39  709768.5    359.75  615092.1    309.77      5.93      0.00
14:58:40  707847.5    349.81  616683.8    307.12      6.09      0.00
14:58:41  708577.4    351.39  637909.4    328.77      5.03      0.00
14:58:42  721141.1    356.94  607713.0    340.79      6.03      0.00
14:58:43  820022.1    350.40  611991.8    342.88      5.52      0.00
14:58:44  814949.7    327.11  615427.7    342.52      5.21      0.00
14:58:45  818085.7    335.96  606763.0    340.96      5.91      0.00
14:58:46  842638.2    271.12  653379.7    333.28      5.33      0.00
14:58:47  861849.9    224.30  697057.1    295.51      5.15      0.00
14:58:48  863408.1    224.97  700263.9    298.82      5.44      0.00
14:58:49  862189.1    224.18  696197.9    292.62      5.50      0.00
14:58:50  887193.9    241.52  699646.7    295.64      6.38      0.00
14:58:51  406830.5    108.98  318943.4    134.10      7.67      2.34
14:58:52      0.00      0.00      0.00      0.00      8.59      2.80
  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
14:58:53      0.00      0.00      0.00      0.00      8.94      3.39
14:58:54      0.00      0.00      0.00      0.00      9.16      2.16
14:58:55      0.00      0.00      0.00      0.00      9.21      2.71
14:58:56      0.00      0.00      0.00      0.00      8.82      2.45
14:58:57      0.00      0.00      0.00      0.00      9.85      2.96
14:58:58      0.00      0.00      0.00      0.00      7.85      3.34
14:58:59      0.00      0.00      0.00      0.00      8.48      2.23
14:59:00      0.00      0.00      0.00      0.00     10.10      2.94
14:59:01      0.00      0.00      0.00      0.00      8.06      1.96
14:59:02      0.00      0.00      0.00      0.00     10.38      4.31
14:59:03      0.00      0.00      0.00      0.00      7.97      1.54
14:59:04      0.00      0.00      0.00      0.00      9.31      2.92
14:59:05      0.00      0.00      0.00      0.00     24.67     12.51
14:59:06      0.00      0.00      0.00      0.00     25.71     13.40
14:59:07      0.00      0.00      0.00      0.00      9.81      3.50
14:59:08      0.00      0.00      0.00      0.00      9.71      3.13
14:59:09      0.00      0.00      0.00      0.00      9.22      3.77
