Server address : 10.10.1.1:4433, Client address 10.10.1.2:6549
Server address : 10.10.2.1:6061, Client address 10.10.2.2:5122
Server address : 10.10.1.1:6559, Client address 10.10.1.2:5772
Server address : 10.10.2.1:5613, Client address 10.10.2.2:6185
Server address : 10.10.1.1:4952, Client address 10.10.1.2:4770
Server address : 10.10.2.1:5212, Client address 10.10.2.2:6304
Server address : 10.10.1.1:5342, Client address 10.10.1.2:5507
Server address : 10.10.2.1:5921, Client address 10.10.2.2:5621
Server address : 10.10.1.1:6833, Client address 10.10.1.2:4484
Server address : 10.10.2.1:5688, Client address 10.10.2.2:5741
Server address : 10.10.1.1:4846, Client address 10.10.1.2:4614
Server address : 10.10.2.1:4822, Client address 10.10.2.2:4995
Server address : 10.10.1.1:6398, Client address 10.10.1.2:4517
Server address : 10.10.2.1:6892, Client address 10.10.2.2:5577
