  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
14:58:16      0.00      0.00      0.00      0.00      7.55      2.14
14:58:17      0.00      0.00      0.00      0.00      5.78      0.65
14:58:18      0.00      0.00      0.00      0.00      5.33      0.06
14:58:19      0.00      0.00      0.00      0.00      5.74      0.00
14:58:20      0.00      0.00      0.00      0.00      5.09      0.00
14:58:21      0.00      0.00      0.00      0.00      5.74      0.00
14:58:22      0.00      0.00      0.00      0.00      5.50      0.06
14:58:23      0.00      0.00      0.00      0.00      6.03      0.00
14:58:24      0.00      0.00      0.00      0.00      5.85      0.00
14:58:25      0.00      0.00      0.00      0.00      5.46      0.00
14:58:26      0.00      0.00      0.00      0.00      6.20      0.00
14:58:27      0.00      0.00      0.00      0.00      6.29      0.09
14:58:28      0.00      0.00      0.00      0.00      8.80      2.06
14:58:29      0.00      0.00      0.00      0.00      8.23      2.22
14:58:30      0.00      0.00      0.00      0.00      7.73      0.42
14:58:31      0.00      0.00      0.00      0.00      5.09      0.06
14:58:32    337.32  329593.7    327.29  274067.3      7.26      0.00
14:58:33    271.08  536482.5    285.56  433346.1      5.32      0.00
14:58:34    290.24  553227.7    249.42  451659.0      5.68      0.00
14:58:35    277.52  547418.2    237.43  493689.3      5.79      0.00
14:58:36    277.70  543380.7    237.37  494722.5      5.27      0.00
14:58:37    340.71  657439.0    320.51  608117.3      6.15      0.00
  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
14:58:38    359.82  710601.5    304.52  615880.6      6.09      0.00
14:58:39    340.88  703832.6    314.89  615407.9      5.50      0.06
14:58:40    357.39  709550.2    304.98  614139.1      6.57      0.00
14:58:41    353.21  709239.0    309.38  619746.9      5.56      0.00
14:58:42    350.61  707901.2    340.84  633295.5      5.44      0.00
14:58:43    352.24  748587.0    338.86  606973.4      5.44      0.00
14:58:44    342.76  818956.2    341.39  614467.8      5.98      0.00
14:58:45    337.37  817700.1    343.57  613408.0      5.85      0.00
14:58:46    339.75  819962.0    341.19  607581.5      5.21      0.00
14:58:47    234.84  851993.5    320.00  675813.2      5.50      0.00
14:58:48    224.13  861868.6    297.83  696804.8      4.51      0.00
14:58:49    224.69  862556.0    297.43  700093.7      6.50      0.00
14:58:50    224.75  864701.9    291.72  697992.0      4.86      0.00
14:58:51    245.23  895477.7    297.41  699781.8      6.96      0.00
14:58:52     46.13  171111.7     56.19  135416.9      4.80      0.06
14:58:53      0.00      0.00      0.00      0.00      6.38      0.00
14:58:54      0.00      0.00      0.00      0.00      5.27      0.00
14:58:55      0.00      0.00      0.00      0.00      6.86      0.06
14:58:56      0.00      0.00      0.00      0.00      5.50      0.00
14:58:57      0.00      0.00      0.00      0.00      6.74      0.00
14:58:58      0.00      0.00      0.00      0.00      5.27      0.00
14:58:59      0.00      0.00      0.00      0.00      5.62      0.00
  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
14:59:00      0.00      0.00      0.00      0.00      5.33      0.00
14:59:01      0.00      0.00      0.00      0.00      6.26      0.00
14:59:02      0.00      0.07      0.00      0.00      5.21      0.00
14:59:03      0.00      0.00      0.00      0.00      6.72      0.00
14:59:04      0.00      0.00      0.00      0.00      5.44      0.00
14:59:05      0.00      0.00      0.00      0.00      5.85      0.00
14:59:06      0.00      0.00      0.00      0.00      5.03      0.00
14:59:07      0.00      0.00      0.00      0.00      5.97      0.06
14:59:08      0.00      0.00      0.00      0.00      5.56      0.06
14:59:09      0.00      0.00      0.00      0.00      7.54      1.36
14:59:10      0.00      0.00      0.00      0.00      6.02      1.42
14:59:11      0.00      0.00      0.00      0.00      6.16      0.00
14:59:12      0.00      0.00      0.00      0.00      5.97      0.00
14:59:13      0.00      0.00      0.00      0.00     11.64      4.90
14:59:14      0.00      0.00      0.00      0.00     14.23      7.44
14:59:15      0.00      0.00      0.00      0.00      8.98      3.38
14:59:16      0.00      0.00      0.00      0.00      8.19      2.32
14:59:17      0.00      0.00      0.00      0.00      7.92      2.53
14:59:18      0.00      0.00      0.00      0.00      7.69      2.06
14:59:19      0.00      0.00      0.00      0.00     11.06      2.81
14:59:20      0.00      0.00      0.00      0.00      8.56      2.93
14:59:21      0.00      0.00      0.00      0.00      7.70      2.27
  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
14:59:22      0.00      0.00      0.00      0.00     10.17      4.00
14:59:23      0.00      0.00      0.00      0.00      9.88      2.75
14:59:24      0.00      0.00      0.00      0.00     14.62      6.04
14:59:25      0.00      0.00      0.00      0.00     23.23     12.00
14:59:26      0.00      0.00      0.00      0.00     21.06     10.21
14:59:27      0.00      0.00      0.00      0.00      7.39      2.40
14:59:28      0.00      0.00      0.00      0.00     10.58      2.53
14:59:29      0.00      0.00      0.00      0.00      7.68      3.91
14:59:30      0.00      0.00      0.00      0.00      8.30      1.56
