Server address : 10.10.1.1:4433, Client address 10.10.1.2:5552
Server address : 10.10.2.1:4568, Client address 10.10.2.2:6697
Server address : 10.10.1.1:5121, Client address 10.10.1.2:6169
Server address : 10.10.2.1:4671, Client address 10.10.2.2:5579
Server address : 10.10.1.1:5444, Client address 10.10.1.2:5467
Server address : 10.10.2.1:4982, Client address 10.10.2.2:6570
Server address : 10.10.1.1:5236, Client address 10.10.1.2:6596
Server address : 10.10.2.1:4833, Client address 10.10.2.2:5885
Server address : 10.10.1.1:6476, Client address 10.10.1.2:6895
Server address : 10.10.2.1:5809, Client address 10.10.2.2:6531
Server address : 10.10.1.1:6429, Client address 10.10.1.2:4770
Server address : 10.10.2.1:5692, Client address 10.10.2.2:5862
Server address : 10.10.1.1:6769, Client address 10.10.1.2:6340
