Server address : 10.10.1.1:4433, Client address 10.10.1.2:4753
Server address : 10.10.2.1:6555, Client address 10.10.2.2:5393
Server address : 10.10.1.1:5283, Client address 10.10.1.2:6870
Server address : 10.10.2.1:4998, Client address 10.10.2.2:6201
Server address : 10.10.1.1:4443, Client address 10.10.1.2:6597
Server address : 10.10.2.1:5659, Client address 10.10.2.2:6060
Server address : 10.10.1.1:4723, Client address 10.10.1.2:4794
Server address : 10.10.2.1:5560, Client address 10.10.2.2:4454
Server address : 10.10.1.1:5796, Client address 10.10.1.2:6477
Server address : 10.10.2.1:5743, Client address 10.10.2.2:6481
Server address : 10.10.1.1:5337, Client address 10.10.1.2:5688
Server address : 10.10.2.1:5296, Client address 10.10.2.2:6368
Server address : 10.10.1.1:5581, Client address 10.10.1.2:6786
