Server address : 10.10.1.1:4433, Client address 10.10.1.2:5773
Server address : 10.10.2.1:5899, Client address 10.10.2.2:5226
Server address : 10.10.1.1:6602, Client address 10.10.1.2:5066
Server address : 10.10.2.1:5346, Client address 10.10.2.2:6037
Server address : 10.10.1.1:4883, Client address 10.10.1.2:4587
Server address : 10.10.2.1:5830, Client address 10.10.2.2:6105
Server address : 10.10.1.1:6973, Client address 10.10.1.2:5573
Server address : 10.10.2.1:5655, Client address 10.10.2.2:6677
Server address : 10.10.1.1:5612, Client address 10.10.1.2:5650
Server address : 10.10.2.1:5669, Client address 10.10.2.2:5366
Server address : 10.10.1.1:6994, Client address 10.10.1.2:4866
Server address : 10.10.2.1:4954, Client address 10.10.2.2:6400
Server address : 10.10.1.1:4891, Client address 10.10.1.2:6547
