  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
16:58:51  60342.40    393.04  59422.04    397.57      7.49      1.50
16:58:52  770344.7    397.41  798618.3    523.86      5.09      0.00
16:58:53  959358.5    436.47  1.02e+06    600.65      5.09      0.00
16:58:54  969752.0    450.03  1.01e+06    646.70      5.09      0.00
16:58:55  980781.0    438.34  1.01e+06    632.29      4.51      0.00
16:58:56  1.03e+06    454.35  1.01e+06    661.02      5.09      0.00
16:58:57  1.40e+06    834.74  1.29e+06    913.88      5.27      0.00
16:58:58  1.43e+06    796.82  1.31e+06    823.82      6.81      0.00
16:58:59  1.43e+06    780.08  1.33e+06    803.21      6.14      0.00
16:59:00  1.43e+06    762.37  1.32e+06    796.71      5.86      0.00
16:59:01  1.43e+06    772.44  1.34e+06    807.27      4.62      0.00
16:59:02  1.43e+06    780.46  1.38e+06    806.04      6.68      0.00
16:59:03  1.43e+06    689.88  1.42e+06    797.99      5.21      0.00
16:59:04  1.46e+06    548.36  1.49e+06    735.34      6.68      0.00
16:59:05  1.48e+06    537.67  1.47e+06    761.00      5.68      0.00
16:59:06  1.47e+06    534.87  1.49e+06    781.15      6.67      0.00
16:59:07  1.46e+06    539.25  1.50e+06    810.10      5.91      0.00
16:59:08  1.46e+06    534.29  1.51e+06    815.78      7.44      0.00
16:59:09  1.46e+06    535.00  1.54e+06    839.52      5.44      0.00
16:59:10  1.46e+06    541.93  1.52e+06    819.88      6.67      0.00
16:59:11  857055.0    324.14  903031.2    488.30      7.20      0.92
16:59:12      0.00      0.00      0.00      0.00     10.41      2.45
  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
16:59:13      0.00      0.00      0.00      0.00      8.23      2.78
16:59:14      0.00      0.00      0.00      0.00      8.08      2.32
16:59:15      0.00      0.00      0.00      0.00      6.45      0.96
16:59:16      0.00      0.00      0.00      0.00      9.40      2.68
16:59:17      0.00      0.00      0.00      0.00      7.53      3.36
16:59:18      0.00      0.00      0.00      0.00      8.53      2.33
16:59:19      0.00      0.00      0.00      0.00      9.11      2.42
16:59:20      0.00      0.00      0.00      0.00      8.27      2.34
16:59:21      0.00      0.00      0.00      0.00     10.34      3.54
16:59:22      0.00      0.00      0.00      0.00      9.60      2.89
16:59:23      0.00      0.00      0.00      0.00     11.42      4.73
16:59:24      0.00      0.00      0.00      0.00      6.68      1.54
16:59:25      0.00      0.00      0.00      0.00      8.92      2.60
16:59:26      0.00      0.00      0.00      0.00     21.29     10.91
16:59:27      0.00      0.00      0.00      0.00     24.79     12.80
16:59:28      0.00      0.00      0.00      0.00     11.69      5.78
16:59:29      0.00      0.00      0.00      0.00      7.11      2.33
16:59:30      0.00      0.00      0.00      0.00      9.90      4.40
16:59:31      0.00      0.00      0.00      0.00      8.44      2.04
