Server address : 10.10.1.1:4433, Client address 10.10.1.2:4604
Server address : 10.10.2.1:5715, Client address 10.10.2.2:5467
Server address : 10.10.1.1:5142, Client address 10.10.1.2:6222
Server address : 10.10.2.1:5394, Client address 10.10.2.2:6994
Server address : 10.10.1.1:4490, Client address 10.10.1.2:4696
Server address : 10.10.2.1:5144, Client address 10.10.2.2:6000
Server address : 10.10.1.1:6956, Client address 10.10.1.2:5058
Server address : 10.10.2.1:5524, Client address 10.10.2.2:6071
Server address : 10.10.1.1:5190, Client address 10.10.1.2:6996
Server address : 10.10.2.1:6829, Client address 10.10.2.2:4975
Server address : 10.10.1.1:5836, Client address 10.10.1.2:5076
Server address : 10.10.2.1:4856, Client address 10.10.2.2:4566
