[2024-05-27T01:05:58.137173990Z INFO  quiche_apps::multicore_server] [Listener] listening on 10.10.1.1:4433
[2024-05-27T01:06:00.181691764Z INFO  quiche_apps::multicore_server] 10.10.1.1:4433 <-> 10.10.1.2:4887 created app conn
[2024-05-27T01:06:00.188531335Z INFO  quiche_apps::multicore_server] Seen new path (10.10.2.1:6605, 10.10.2.2:4500)
[2024-05-27T01:06:00.188669534Z INFO  quiche_apps::multicore_server] Seen new path (10.10.1.1:4536, 10.10.1.2:5574)
[2024-05-27T01:06:00.188746919Z INFO  quiche_apps::multicore_server] Path (10.10.2.1:6605, 10.10.2.2:4500) is now validated
[2024-05-27T01:06:00.188856484Z INFO  quiche_apps::multicore_server] 10.10.2.1:6605 <-> 10.10.2.2:4500 created app conn
[2024-05-27T01:06:00.188915785Z INFO  quiche_apps::multicore_server] Seen new path (10.10.2.1:5162, 10.10.2.2:4884)
[2024-05-27T01:06:00.188914423Z INFO  quiche_apps::multicore_server] Seen new path (10.10.1.1:5039, 10.10.1.2:5727)
[2024-05-27T01:06:00.188914443Z INFO  quiche_apps::multicore_server] Seen new path (10.10.2.1:4894, 10.10.2.2:5283)
[2024-05-27T01:06:00.189018578Z INFO  quiche_apps::multicore_server] Seen new path (10.10.1.1:5649, 10.10.1.2:5762)
[2024-05-27T01:06:00.189129826Z INFO  quiche_apps::multicore_server] Seen new path (10.10.1.1:6467, 10.10.1.2:5406)
[2024-05-27T01:06:00.189202262Z INFO  quiche_apps::multicore_server] Seen new path (10.10.2.1:6353, 10.10.2.2:4917)
[2024-05-27T01:06:00.189296418Z INFO  quiche_apps::multicore_server] Path (10.10.1.1:4536, 10.10.1.2:5574) is now validated
[2024-05-27T01:06:00.189296749Z INFO  quiche_apps::multicore_server] Path (10.10.2.1:5162, 10.10.2.2:4884) is now validated
[2024-05-27T01:06:00.189358003Z INFO  quiche_apps::multicore_server] Path (10.10.1.1:5039, 10.10.1.2:5727) is now validated
[2024-05-27T01:06:00.189400112Z INFO  quiche_apps::multicore_server] 10.10.2.1:5162 <-> 10.10.2.2:4884 created app conn
[2024-05-27T01:06:00.189403889Z INFO  quiche_apps::multicore_server] 10.10.1.1:4536 <-> 10.10.1.2:5574 created app conn
[2024-05-27T01:06:00.189405653Z INFO  quiche_apps::multicore_server] Path (10.10.2.1:4894, 10.10.2.2:5283) is now validated
[2024-05-27T01:06:00.189411043Z INFO  quiche_apps::multicore_server] 10.10.1.1:5039 <-> 10.10.1.2:5727 created app conn
[2024-05-27T01:06:00.189423436Z INFO  quiche_apps::multicore_server] 10.10.2.1:4894 <-> 10.10.2.2:5283 created app conn
[2024-05-27T01:06:00.189581502Z INFO  quiche_apps::multicore_server] Seen new path (10.10.1.1:4925, 10.10.1.2:4641)
[2024-05-27T01:06:00.189584718Z INFO  quiche_apps::multicore_server] Seen new path (10.10.2.1:6795, 10.10.2.2:5432)
[2024-05-27T01:06:00.189709903Z INFO  quiche_apps::multicore_server] Seen new path (10.10.1.1:5670, 10.10.1.2:6672)
[2024-05-27T01:06:00.189710073Z INFO  quiche_apps::multicore_server] Seen new path (10.10.2.1:6639, 10.10.2.2:4649)
[2024-05-27T01:06:00.189873800Z INFO  quiche_apps::multicore_server] Path (10.10.1.1:6467, 10.10.1.2:5406) is now validated
[2024-05-27T01:06:00.189874421Z INFO  quiche_apps::multicore_server] Path (10.10.1.1:5649, 10.10.1.2:5762) is now validated
[2024-05-27T01:06:00.189949291Z INFO  quiche_apps::multicore_server] Seen new path (10.10.1.1:4707, 10.10.1.2:5314)
[2024-05-27T01:06:00.189974167Z INFO  quiche_apps::multicore_server] Path (10.10.2.1:6353, 10.10.2.2:4917) is now validated
[2024-05-27T01:06:00.189975630Z INFO  quiche_apps::multicore_server] Seen new path (10.10.2.1:6198, 10.10.2.2:6591)
[2024-05-27T01:06:00.189974979Z INFO  quiche_apps::multicore_server] 10.10.1.1:6467 <-> 10.10.1.2:5406 created app conn
[2024-05-27T01:06:00.190046443Z INFO  quiche_apps::multicore_server] 10.10.1.1:5649 <-> 10.10.1.2:5762 created app conn
[2024-05-27T01:06:00.190061241Z INFO  quiche_apps::multicore_server] 10.10.2.1:6353 <-> 10.10.2.2:4917 created app conn
[2024-05-27T01:06:00.190071249Z INFO  quiche_apps::multicore_server] Seen new path (10.10.2.1:5976, 10.10.2.2:4973)
[2024-05-27T01:06:00.190234786Z INFO  quiche_apps::multicore_server] Path (10.10.1.1:4925, 10.10.1.2:4641) is now validated
[2024-05-27T01:06:00.190249323Z INFO  quiche_apps::multicore_server] Path (10.10.2.1:6639, 10.10.2.2:4649) is now validated
[2024-05-27T01:06:00.190328932Z INFO  quiche_apps::multicore_server] Path (10.10.2.1:6795, 10.10.2.2:5432) is now validated
[2024-05-27T01:06:00.190341265Z INFO  quiche_apps::multicore_server] 10.10.1.1:4925 <-> 10.10.1.2:4641 created app conn
[2024-05-27T01:06:00.190350242Z INFO  quiche_apps::multicore_server] Path (10.10.1.1:5670, 10.10.1.2:6672) is now validated
[2024-05-27T01:06:00.190354871Z INFO  quiche_apps::multicore_server] 10.10.2.1:6639 <-> 10.10.2.2:4649 created app conn
[2024-05-27T01:06:00.190428989Z INFO  quiche_apps::multicore_server] 10.10.2.1:6795 <-> 10.10.2.2:5432 created app conn
[2024-05-27T01:06:00.190431564Z INFO  quiche_apps::multicore_server] Path (10.10.1.1:4707, 10.10.1.2:5314) is now validated
[2024-05-27T01:06:00.190490705Z INFO  quiche_apps::multicore_server] 10.10.1.1:5670 <-> 10.10.1.2:6672 created app conn
[2024-05-27T01:06:00.190492218Z INFO  quiche_apps::multicore_server] Path (10.10.2.1:6198, 10.10.2.2:6591) is now validated
[2024-05-27T01:06:00.190520641Z INFO  quiche_apps::multicore_server] 10.10.1.1:4707 <-> 10.10.1.2:5314 created app conn
[2024-05-27T01:06:00.190580333Z INFO  quiche_apps::multicore_server] 10.10.2.1:6198 <-> 10.10.2.2:6591 created app conn
[2024-05-27T01:06:00.190600000Z INFO  quiche_apps::multicore_server] Path (10.10.2.1:5976, 10.10.2.2:4973) is now validated
[2024-05-27T01:06:00.190624906Z INFO  quiche_apps::multicore_server] 10.10.2.1:5976 <-> 10.10.2.2:4973 created app conn
[2024-05-27T01:06:20.183940389Z INFO  quiche_apps::multicore_server] path 10.10.1.1:4433 <-> 10.10.1.2:4887 done sending: app_conn: McMPQUICConnServer { to_send: None, sent: 2647365798, stream_ids: {3}, sent_fin_ids: {3}, end_time: Some(Instant { tv_sec: 9220, tv_nsec: 728693433 }) }
[2024-05-27T01:06:20.189414312Z INFO  quiche_apps::multicore_server] path 10.10.1.1:5039 <-> 10.10.1.2:5727 done sending: app_conn: McMPQUICConnServer { to_send: None, sent: 2613146793, stream_ids: {19}, sent_fin_ids: {19}, end_time: Some(Instant { tv_sec: 9220, tv_nsec: 736414956 }) }
[2024-05-27T01:06:20.189438086Z INFO  quiche_apps::multicore_server] path 10.10.2.1:6605 <-> 10.10.2.2:4500 done sending: app_conn: McMPQUICConnServer { to_send: None, sent: 2047172864, stream_ids: {7}, sent_fin_ids: {7}, end_time: Some(Instant { tv_sec: 9220, tv_nsec: 735860408 }) }
[2024-05-27T01:06:20.189903408Z INFO  quiche_apps::multicore_server] path 10.10.1.1:4536 <-> 10.10.1.2:5574 done sending: app_conn: McMPQUICConnServer { to_send: None, sent: 2666628444, stream_ids: {11}, sent_fin_ids: {11}, end_time: Some(Instant { tv_sec: 9220, tv_nsec: 736407813 }) }
