Server address : 10.10.1.1:4433, Client address 10.10.1.2:4720
Server address : 10.10.2.1:5803, Client address 10.10.2.2:6593
Server address : 10.10.1.1:4575, Client address 10.10.1.2:6658
Server address : 10.10.2.1:6365, Client address 10.10.2.2:5652
Server address : 10.10.1.1:5273, Client address 10.10.1.2:6791
Server address : 10.10.2.1:6940, Client address 10.10.2.2:6457
Server address : 10.10.1.1:5978, Client address 10.10.1.2:4856
Server address : 10.10.2.1:5892, Client address 10.10.2.2:6434
Server address : 10.10.1.1:5905, Client address 10.10.1.2:4941
Server address : 10.10.2.1:6194, Client address 10.10.2.2:4969
Server address : 10.10.1.1:6892, Client address 10.10.1.2:6527
Server address : 10.10.2.1:4942, Client address 10.10.2.2:6859
Server address : 10.10.1.1:4568, Client address 10.10.1.2:5236
Server address : 10.10.2.1:5709, Client address 10.10.2.2:5680
Server address : 10.10.1.1:6655, Client address 10.10.1.2:5886
