  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
11:23:41      8.32      4.55  39266.25    111.51  29316.68     82.49
11:23:42      3.04      0.00  239465.6    654.79  179755.1    470.89
11:23:43      2.34      0.00  238439.8    694.96  178796.8    515.70
11:23:44      4.86      0.00  237864.2    681.03  178980.3    513.84
11:23:45      2.22      0.00  238293.4    711.94  178073.3    492.30
11:23:46      4.51      0.00  237546.9    694.15  178088.2    526.16
11:23:47      3.80      0.00  238180.2    692.82  178366.1    515.59
11:23:48      3.04      0.00  238558.5    694.02  179017.0    489.21
11:23:49      3.46      0.00  238583.2    688.75  179016.1    506.26
11:23:50      2.58      0.00  237690.8    698.86  178698.2    519.95
11:23:51      4.21      0.00  237320.1    710.19  178193.7    500.98
11:23:52      6.32      0.00  237873.8    714.05  178229.3    493.30
11:23:53      4.80      0.00  237973.9    720.76  178423.1    489.91
11:23:54      7.32      0.06  237216.8    691.74  178485.4    535.30
11:23:55      5.91      0.00  237181.9    711.32  178163.3    541.47
11:23:56      5.91      0.00  236867.9    695.06  177718.5    553.51
11:23:57      3.45      0.00  241259.6    611.52  180822.3    437.85
11:23:58      4.69      0.00  242999.6    511.54  182277.6    361.77
11:23:59      4.39      0.06  243046.6    530.61  182407.3    355.18
11:24:00      5.68      0.00  243180.3    482.32  182394.0    398.41
11:24:01     13.24      8.68  195342.1    404.19  146401.5    310.60
11:24:02     14.93     10.53      0.00      0.00      0.00      0.00
