  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
14:55:37      0.00      0.00      0.00      0.00      5.51      0.00
14:55:38      0.00      0.00      0.00      0.00      5.68      0.00
14:55:39      0.00      0.00      0.00      0.00      5.85      0.00
14:55:40      0.00      0.00      0.00      0.00      5.91      0.00
14:55:41      0.00      0.00      0.00      0.00      5.38      0.00
14:55:42      0.00      0.00      0.00      0.00      5.03      0.00
14:55:43      0.00      0.00      0.00      0.00      4.92      0.00
14:55:44      0.00      0.00      0.00      0.00      5.15      0.00
14:55:45      0.00      0.00      0.00      0.00      5.92      0.00
14:55:46      0.00      0.00      0.00      0.00      6.38      0.00
14:55:47      0.00      0.00      0.00      0.00      5.62      0.00
14:55:48      0.00      0.00      0.00      0.00      6.67      0.00
14:55:49      0.00      0.00      0.00      0.00      7.55      1.42
14:55:50      0.00      0.00      0.00      0.00      8.06      1.83
14:55:51      0.00      0.00      0.00      0.00      7.31      1.21
14:55:52      0.00      0.00      0.00      0.00      6.26      0.00
14:55:53    283.97  207500.8    127.06  97135.82      5.21      0.00
14:55:54    231.09  622304.2     81.83  351026.5      5.56      0.06
14:55:55    234.20  656141.5     39.69  354523.6      5.33      0.00
14:55:56    230.74  679288.2     45.26  361488.6      5.85      0.00
14:55:57    278.38  737959.4     46.84  393115.0      5.74      0.00
14:55:58    372.08  953047.3     77.84  518900.1      6.32      0.00
  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
14:55:59    379.50  957262.7     68.88  514588.3      6.34      0.00
14:56:00    247.03  963196.5     65.51  516850.1      6.34      0.00
14:56:01    224.46  961761.9     80.92  517720.2      5.21      0.00
14:56:02    222.54  960898.3     59.36  516573.9      7.84      0.00
14:56:03    243.83  958872.0     67.48  516708.4      5.85      0.00
14:56:04    221.58  962937.0     52.49  515968.1      6.26      0.00
14:56:05    158.71  963739.1     53.25  516518.4      5.09      0.00
14:56:06    184.34  964096.9     41.19  513211.7      6.20      0.00
14:56:07    167.61  965249.4     49.58  517111.3      6.27      0.06
14:56:08    176.93  963034.5     56.74  513760.9      6.44      0.18
14:56:09    158.04  961439.4     39.39  515358.7      5.62      0.00
14:56:10    157.59  963922.6     48.27  517719.7      6.20      0.06
14:56:11    175.41  964912.3     49.11  516637.9      6.33      0.00
14:56:12    162.11  964276.2     40.31  514019.4      6.36      0.24
14:56:13    101.66  503880.5     34.60  273217.4      7.10      2.61
14:56:14      0.00      0.00      0.00      0.00      5.62      0.00
14:56:15      0.00      0.00      0.00      0.00      5.21      0.00
14:56:16      0.00      0.00      0.00      0.00      6.56      0.00
14:56:17      0.00      0.00      0.00      0.00      4.45      0.00
14:56:18      0.00      0.00      0.00      0.00      6.80      0.00
14:56:19      0.00      0.00      0.00      0.00      5.21      0.00
14:56:20      0.00      0.00      0.00      0.00      5.97      0.06
  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
14:56:21      0.00      0.00      0.00      0.00      4.39      0.00
14:56:22      0.00      0.00      0.00      0.00      6.73      0.06
14:56:23      0.00      0.00      0.00      0.00      5.62      0.00
14:56:24      0.00      0.00      0.00      0.00      6.15      0.00
14:56:25      0.00      0.00      0.00      0.00      5.21      0.00
14:56:26      0.00      0.00      0.00      0.00      5.97      0.00
14:56:27      0.00      0.00      0.00      0.00      5.79      0.00
14:56:28      0.00      0.00      0.00      0.00      5.15      0.00
14:56:29      0.00      0.00      0.00      0.00      5.56      0.12
14:56:30      0.00      0.00      0.00      0.00      5.44      0.06
14:56:31      0.00      0.00      0.00      0.00      5.93      0.00
14:56:32      0.00      0.00      0.00      0.00      6.43      0.00
14:56:33      0.00      0.00      0.00      0.00      6.56      0.00
14:56:34      0.00      0.00      0.00      0.00      6.15      0.00
14:56:35      0.00      0.00      0.00      0.00      9.71      4.00
14:56:36      0.00      0.00      0.00      0.00     12.33      4.54
14:56:37      0.00      0.00      0.00      0.00     11.58      5.27
14:56:38      0.00      0.00      0.00      0.00      8.10      2.34
14:56:39      0.00      0.00      0.00      0.00     10.44      3.07
14:56:40      0.00      0.00      0.00      0.00      8.92      2.76
14:56:41      0.00      0.00      0.00      0.00      7.97      1.54
14:56:42      0.00      0.00      0.00      0.00      9.09      2.91
  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
14:56:43      0.00      0.00      0.00      0.00      8.58      2.38
14:56:44      0.00      0.00      0.00      0.00     10.15      3.81
14:56:45      0.00      0.00      0.00      0.00      8.74      2.40
14:56:46      0.00      0.00      0.00      0.00     10.00      2.53
14:56:47      0.00      0.00      0.00      0.00     14.50      6.10
14:56:48      0.00      0.00      0.00      0.00     23.69     11.36
14:56:49      0.00      0.00      0.00      0.00     21.20     10.23
14:56:50      0.00      0.00      0.00      0.00      8.92      3.02
14:56:51      0.00      0.00      0.00      0.00      9.46      2.53
14:56:52      0.00      0.00      0.00      0.00      7.80      4.08
14:56:53      0.00      0.00      0.00      0.00     10.59      2.57
