  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
12:52:24      8.90      4.49  36479.93    238.36  22829.77    150.67
12:52:25      3.34      0.00  912871.3    694.71  656880.8    486.82
12:52:26      4.04      0.00  1.09e+06    904.54  704817.7    498.30
12:52:27      3.34      0.00  1.09e+06    944.73  695393.0    490.54
12:52:28      4.27      0.00  1.10e+06    951.31  698569.4    507.44
12:52:29      4.16      0.00  1.07e+06    926.18  707882.6    518.76
12:52:30      3.28      0.00  1.09e+06    949.75  714309.6    528.75
12:52:31      3.05      0.00  1.10e+06    951.87  704788.4    519.50
12:52:32      3.10      0.00  1.09e+06    956.90  696454.4    509.64
12:52:33      2.52      0.12  1.09e+06    957.82  701254.7    513.63
12:52:34      3.81      0.00  1.10e+06    958.79  703338.7    515.31
12:52:35      3.39      0.06  1.11e+06    952.38  702017.9    514.20
12:52:36      3.75      0.00  1.11e+06    956.66  702103.2    513.65
12:52:37      4.27      0.00  1.11e+06    960.05  705845.7    519.36
12:52:38      1.93      0.06  1.11e+06    947.95  705052.1    516.03
12:52:39      3.57      0.00  1.10e+06    958.78  700514.8    513.18
12:52:40      2.93      0.00  1.11e+06    958.09  703995.9    516.72
12:52:41      5.91      0.00  1.10e+06    952.94  698135.5    510.85
12:52:42      2.69      0.00  1.10e+06    964.06  699083.1    512.03
12:52:43      3.92      0.00  1.10e+06    967.49  699591.0    511.57
12:52:44      9.00      5.02  872402.5    769.60  552866.5    406.28
12:52:45     18.22     14.08      0.00      0.00      0.00      0.00
