  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
19:02:17     10.54      4.55  39225.16    260.22  31607.14    210.42
19:02:18      4.45      0.00  596513.6    751.37  545096.1    647.38
19:02:19      4.86      0.00  1.24e+06    745.44  1.10e+06    802.30
19:02:20      4.39      0.00  1.28e+06    840.90  1.13e+06    834.72
19:02:21      4.81      0.00  1.29e+06    845.25  1.14e+06    839.50
19:02:22      3.51      0.00  1.28e+06    836.61  1.14e+06    828.23
19:02:23      2.34      0.00  1.28e+06    860.10  1.14e+06    833.36
19:02:24      4.80      2.15  1.29e+06    869.79  1.14e+06    862.92
19:02:25      4.32      0.52  1.29e+06    898.18  1.14e+06    876.57
19:02:26      4.62      0.00  1.30e+06    892.81  1.15e+06    881.07
19:02:27      3.51      0.00  1.30e+06    906.66  1.15e+06    894.84
19:02:28      4.39      0.00  1.29e+06    883.48  1.14e+06    880.58
19:02:29      2.87      0.00  1.29e+06    908.30  1.14e+06    885.27
19:02:30      4.16      0.11  1.30e+06    898.55  1.15e+06    887.28
19:02:31      2.87      0.06  1.29e+06    905.09  1.15e+06    886.43
19:02:32      3.92      0.06  1.29e+06    890.09  1.15e+06    882.44
19:02:33      2.93      0.00  1.29e+06    893.33  1.14e+06    877.51
19:02:34      4.45      0.00  1.30e+06    905.55  1.15e+06    889.58
19:02:35      2.40      0.00  1.29e+06    874.07  1.13e+06    859.47
19:02:36      5.39      0.00  1.29e+06    889.01  1.14e+06    861.03
19:02:37      4.85      3.22  1.02e+06    710.25  902251.8    702.09
19:02:38     20.66     15.35      0.00      0.00      0.00      0.00
