  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
01:55:47      4.84      1.02      0.00      0.00      0.00      0.00
01:55:48      4.74      0.39      0.00      0.00      0.00      0.00
01:55:49      4.92      0.06      0.00      0.00      0.00      0.00
01:55:50      2.81      0.00      0.00      0.00      0.00      0.00
01:55:51      3.45      0.00      0.00      0.00      0.00      0.00
01:55:52      2.69      0.00      0.00      0.00      0.00      0.00
01:55:53      2.81      0.00      0.00      0.00      0.00      0.00
01:55:54      2.58      0.00      0.00      0.00      0.00      0.00
01:55:55      3.51      0.00      0.00      0.00      0.00      0.00
01:55:56      2.28      0.06      0.00      0.00      0.00      0.00
01:55:57      3.86      0.00      0.00      0.00      0.00      0.00
01:55:58      3.10      0.00      0.00      0.00      0.00      0.00
01:55:59      6.73      0.06      0.00      0.00      0.00      0.00
01:56:00      3.04      0.00      0.00      0.00      0.00      0.00
01:56:01      4.68      0.06      0.00      0.00      0.00      0.00
01:56:02      2.81      0.00      0.00      0.00      0.00      0.00
01:56:03      4.33      0.00      0.00      0.00      0.00      0.00
01:56:04      3.57      0.00      0.00      0.00      0.00      0.00
01:56:05      4.04      0.00      0.00      0.00      0.00      0.00
01:56:06      2.28      0.00      0.00      0.00      0.00      0.00
01:56:07      4.16      0.00      0.00      0.00      0.00      0.00
01:56:08      1.52      0.00      0.00      0.00      0.00      0.00
  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
01:56:09      4.92      1.43      0.00      0.00      0.00      0.00
01:56:10      2.00      0.88      0.00      0.00      0.00      0.00
01:56:11      5.22      0.73      0.00      0.00      0.00      0.00
01:56:12      4.36      1.48      0.00      0.00      0.00      0.00
01:56:13      5.74      0.13      0.00      0.00      0.00      0.00
01:56:14      4.33      0.00      0.00      0.00      0.00      0.00
01:56:15      2.58      0.00    153.30  435363.0    393.98  380695.6
01:56:16      5.44      0.00    551.06  1.31e+06    703.81  1.08e+06
01:56:17      3.22      0.00    541.16  1.31e+06    707.78  1.20e+06
01:56:18      5.33      0.00    559.96  1.31e+06    696.10  1.17e+06
01:56:19      2.52      0.00    535.74  1.31e+06    700.84  1.18e+06
01:56:20      8.02      0.00    588.71  1.32e+06    700.33  1.16e+06
01:56:21      1.87      0.00    563.27  1.32e+06    705.56  1.17e+06
01:56:22      5.44      0.00    557.71  1.31e+06    718.10  1.18e+06
01:56:23      2.81      0.00    584.69  1.32e+06    717.18  1.18e+06
01:56:24      3.92      0.00    560.23  1.32e+06    713.15  1.18e+06
01:56:25      3.57      0.00    551.24  1.32e+06    697.62  1.16e+06
01:56:26      3.63      0.00    550.01  1.31e+06    701.60  1.18e+06
01:56:27      3.98      0.06    603.73  1.33e+06    748.53  1.20e+06
01:56:28      3.40      0.00    553.30  1.31e+06    699.33  1.16e+06
01:56:29      3.34      0.00    552.25  1.31e+06    686.60  1.17e+06
01:56:30      2.98      0.00    552.98  1.29e+06    632.05  1.20e+06
  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
01:56:31      4.16      0.00    537.09  1.28e+06    632.48  1.20e+06
01:56:32      3.69      0.00    544.86  1.28e+06    632.10  1.20e+06
01:56:33      3.80      0.06    537.73  1.28e+06    631.40  1.20e+06
01:56:34      3.45      0.06    556.61  1.28e+06    647.59  1.21e+06
01:56:35      3.45      0.00    352.87  755546.0    380.60  722224.2
01:56:36      5.36      2.94      0.00      0.00      0.00      0.00
01:56:37      5.21      0.00      0.00      0.00      0.00      0.00
01:56:38      3.45      0.00      0.00      0.00      0.00      0.00
01:56:39      4.87      0.00      0.00      0.00      0.00      0.00
01:56:40      4.98      0.00      0.00      0.00      0.00      0.00
01:56:41      4.45      0.00      0.00      0.00      0.00      0.00
01:56:42      2.87      0.00      0.00      0.00      0.00      0.00
01:56:43      5.33      0.00      0.00      0.00      0.00      0.00
01:56:44      3.75      0.00      0.00      0.00      0.00      0.00
01:56:45      2.46      0.06      0.00      0.00      0.00      0.00
01:56:46      3.10      0.00      0.00      0.00      0.00      0.00
01:56:47      3.57      0.09      0.00      0.00      0.00      0.00
01:56:48      2.40      0.09      0.00      0.00      0.00      0.00
01:56:49      3.34      0.00      0.00      0.00      0.00      0.00
01:56:50      1.46      0.00      0.00      0.00      0.00      0.00
01:56:51      4.74      0.00      0.00      0.00      0.00      0.00
01:56:52      1.40      0.00      0.00      0.00      0.00      0.00
  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
01:56:53      4.68      0.00      0.00      0.00      0.00      0.00
01:56:54      1.35      0.00      0.00      0.00      0.00      0.00
01:56:55      4.80      0.00      0.00      0.00      0.00      0.00
01:56:56      4.27      0.00      0.00      0.00      0.00      0.00
01:56:57      5.15      0.00      0.00      0.00      0.00      0.00
01:56:58      4.62      0.00      0.00      0.00      0.00      0.00
01:56:59      4.51      0.00      0.00      0.00      0.00      0.00
01:57:00      3.98      0.00      0.00      0.00      0.00      0.00
01:57:01      3.98      0.00      0.00      0.00      0.00      0.00
01:57:02      4.33      0.06      0.00      0.00      0.00      0.00
01:57:03      4.45      0.00      0.00      0.00      0.00      0.00
01:57:04      5.18      0.08      0.00      0.00      0.00      0.00
01:57:05      4.86      0.00      0.00      0.00      0.00      0.00
01:57:06      2.28      0.00      0.00      0.00      0.00      0.00
01:57:07      4.57      0.00      0.00      0.00      0.00      0.00
01:57:08      2.46      0.06      0.00      0.00      0.00      0.00
01:57:09      4.47      0.08      0.00      0.00      0.00      0.00
01:57:10      2.17      0.00      0.00      0.00      0.00      0.00
01:57:11      4.33      0.00      0.00      0.00      0.00      0.00
01:57:12      3.80      0.00      0.00      0.00      0.00      0.00
01:57:13      4.22      0.09      0.00      0.00      0.00      0.00
01:57:14      7.67      2.86      0.00      0.00      0.00      0.00
  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
01:57:15      5.92      1.76      0.00      0.00      0.00      0.00
01:57:16      4.99      0.66      0.00      0.00      0.00      0.00
01:57:17      6.90      3.71      0.00      0.00      0.00      0.00
01:57:18      7.98      3.74      0.00      0.00      0.00      0.00
01:57:19      3.20      1.60      0.00      0.00      0.00      0.00
01:57:20      5.15      1.43      0.00      0.00      0.00      0.00
01:57:21      2.70      0.88      0.00      0.00      0.00      0.00
01:57:22      4.25      0.21      0.00      0.00      0.00      0.00
01:57:23      6.02      1.83      0.00      0.00      0.00      0.00
01:57:24      4.59      1.18      0.00      0.00      0.00      0.00
