Server address : 10.10.1.1:4433, Client address 10.10.1.2:5566
Server address : 10.10.2.1:6765, Client address 10.10.2.2:6827
Server address : 10.10.1.1:6009, Client address 10.10.1.2:6177
Server address : 10.10.2.1:6916, Client address 10.10.2.2:5596
Server address : 10.10.1.1:4863, Client address 10.10.1.2:5668
Server address : 10.10.2.1:6475, Client address 10.10.2.2:6889
Server address : 10.10.1.1:4956, Client address 10.10.1.2:5490
Server address : 10.10.2.1:5846, Client address 10.10.2.2:6020
Server address : 10.10.1.1:6078, Client address 10.10.1.2:6365
Server address : 10.10.2.1:6328, Client address 10.10.2.2:5511
Server address : 10.10.1.1:6843, Client address 10.10.1.2:5688
Server address : 10.10.2.1:6957, Client address 10.10.2.2:4594
Server address : 10.10.1.1:4750, Client address 10.10.1.2:5826
Server address : 10.10.2.1:6372, Client address 10.10.2.2:5303
Server address : 10.10.1.1:6285, Client address 10.10.1.2:6197
