  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
02:13:10     10.53      3.27      0.00      0.00      0.00      0.00
02:13:11      4.43      0.98      0.00      0.00      0.00      0.00
02:13:12     12.45      4.49      0.00      0.00      0.00      0.00
02:13:13      3.22      0.06      0.00      0.00      0.00      0.00
02:13:14      3.63      0.00    339.40  52270.94    282.68  41862.33
02:13:15      3.39      0.06    630.94  822054.1    558.89  670693.5
02:13:16      4.68      0.00    789.75  1.33e+06    817.88  1.09e+06
02:13:17      3.63      0.00    803.88  1.35e+06    828.53  1.11e+06
02:13:18      2.69      0.00    814.39  1.35e+06    830.34  1.11e+06
02:13:19      2.17      0.00    791.62  1.35e+06    813.19  1.10e+06
02:13:20      1.70      0.00    820.46  1.35e+06    829.37  1.11e+06
02:13:21      1.99      0.00    797.55  1.34e+06    846.05  1.10e+06
02:13:22      3.69      0.00    833.12  1.34e+06    858.33  1.11e+06
02:13:23      5.09      0.00    831.22  1.35e+06    852.62  1.11e+06
02:13:24      3.45      0.00    794.58  1.36e+06    847.93  1.11e+06
02:13:25      4.83      0.09    763.37  1.35e+06    848.65  1.11e+06
02:13:26      5.22      0.06    752.45  1.35e+06    858.54  1.10e+06
02:13:27      5.79      0.00    761.26  1.35e+06    851.01  1.10e+06
02:13:28      6.44      0.00    767.65  1.36e+06    851.01  1.10e+06
02:13:29      5.91      0.00    756.60  1.35e+06    852.89  1.10e+06
02:13:30      4.51      0.00    758.08  1.35e+06    866.13  1.10e+06
02:13:31      3.17      0.06    762.13  1.36e+06    860.34  1.11e+06
  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
02:13:32      5.91      0.06    774.65  1.37e+06    871.42  1.11e+06
02:13:34      2.46      0.00    764.35  1.35e+06    850.98  1.09e+06
02:13:35      4.16      0.06    539.88  963964.9    617.36  784219.6
02:13:36      3.34      0.00      0.00      0.00      0.00      0.00
02:13:37      2.94      0.00      0.00      0.00      0.00      0.00
02:13:38      3.57      0.00      0.00      0.00      0.00      0.00
02:13:39      3.99      0.00      0.00      0.00      0.00      0.00
02:13:40     24.20     19.34      0.00      0.00      0.00      0.00
02:13:41     24.34     18.48      0.00      0.00      0.00      0.00
02:13:42     33.37     21.83      0.00      0.00      0.00      0.00
