  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
10:09:09      8.41      5.03      0.00      0.00      0.00      0.00
10:09:10      4.16      0.57      0.00      0.00      0.00      0.00
10:09:11      2.69      0.00    233.26  36816.61    235.41  35647.37
10:09:12      3.69      0.00    337.09  740672.9    350.00  736206.9
10:09:13      2.75      0.00    379.97  716975.7    390.92  749246.5
10:09:14      4.02      1.57    391.96  752508.3    394.77  746936.0
10:09:15      4.45      0.06    406.20  750584.5    414.33  756112.3
10:09:16      3.39      0.00    399.99  736300.2    411.82  762828.4
10:09:17      4.68      0.06    404.98  749090.1    408.26  751944.3
10:09:18      3.22      0.00    418.38  772962.1    405.88  745027.8
10:09:19      4.51      0.00    411.01  757105.9    407.67  747678.7
10:09:20      4.04      0.00    423.24  787255.5    404.76  743703.1
10:09:21      2.75      0.00    294.40  543861.6    296.60  544254.9
10:09:22      5.03      0.00      0.00      0.00      0.00      0.00
10:09:23      3.58      0.00      0.00      0.00      0.00      0.00
10:09:24     19.15     15.85      0.00      0.00      0.00      0.00
10:09:25     19.50     15.60      0.00      0.00      0.00      0.00
10:09:26      2.58      0.00      0.00      0.00      0.00      0.00
10:09:27      2.87      0.00      0.00      0.00      0.00      0.00
10:09:28      3.16      0.00      0.00      0.00      0.00      0.00
10:09:29      2.99      0.00      0.00      0.00      0.00      0.00
10:09:30      2.93      0.06      0.00      0.00      0.00      0.00
  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
10:09:31      3.51      0.06      0.00      0.00      0.00      0.00
10:09:32      2.63      0.00      0.00      0.00      0.00      0.00
10:09:33      1.76      0.00      0.00      0.00      0.00      0.00
10:09:34      1.87      0.00      0.00      0.00      0.00      0.00
10:09:35      2.52      0.00      0.00      0.00      0.00      0.00
10:09:36      4.80      0.00      0.00      0.00      0.00      0.00
10:09:37      2.46      0.00      0.00      0.00      0.00      0.00
10:09:38      3.51      0.00      0.00      0.00      0.00      0.00
10:09:39      2.63      0.00      0.00      0.00      0.00      0.00
10:09:40      3.51      0.00      0.00      0.00      0.00      0.00
10:09:41      3.80      0.00      0.00      0.00      0.00      0.00
10:09:42      4.87      0.00      0.00      0.00      0.00      0.00
10:09:43      2.58      0.00      0.00      0.00      0.00      0.00
10:09:44      4.16      0.00      0.00      0.00      0.00      0.00
10:09:45      2.81      0.00      0.00      0.00      0.00      0.00
10:09:46      3.57      0.00      0.00      0.00      0.00      0.00
10:09:47      2.46      0.00      0.00      0.00      0.00      0.00
10:09:48      2.93      0.00      0.00      0.00      0.00      0.00
10:09:49      1.81      0.00      0.00      0.00      0.00      0.00
10:09:50      3.34      0.06      0.00      0.00      0.00      0.00
10:09:51      2.87      0.00      0.00      0.00      0.00      0.00
10:09:52      4.04      0.00      0.00      0.00      0.00      0.00
  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
10:09:53      1.87      0.00      0.00      0.00      0.00      0.00
10:09:54      5.33      0.00      0.00      0.00      0.00      0.00
10:09:55      3.10      0.06      0.00      0.00      0.00      0.00
10:09:56      2.63      0.00      0.00      0.00      0.00      0.00
10:09:57      4.10      0.00      0.00      0.00      0.00      0.00
10:09:58      3.80      0.00      0.00      0.00      0.00      0.00
10:09:59      4.62      0.00      0.00      0.00      0.00      0.00
10:10:00      3.57      0.00      0.00      0.00      0.00      0.00
10:10:01      3.34      0.00      0.00      0.00      0.00      0.00
10:10:02      2.99      0.00      0.00      0.00      0.00      0.00
10:10:03      2.40      0.06      0.00      0.00      0.00      0.00
10:10:04      2.81      0.00      0.00      0.00      0.00      0.00
10:10:05      3.10      0.00      0.00      0.00      0.00      0.00
10:10:06      3.10      0.00      0.00      0.00      0.00      0.00
10:10:07      2.40      0.00      0.00      0.00      0.00      0.00
10:10:08      3.63      0.00      0.00      0.00      0.00      0.00
10:10:09      2.87      0.00      0.00      0.00      0.00      0.00
10:10:10      4.21      0.00      0.00      0.00      0.00      0.00
10:10:11      3.03      0.15      0.00      0.00      0.00      0.00
10:10:12      5.04      0.07      0.00      0.00      0.00      0.00
10:10:13      2.99      0.00      0.00      0.00      0.00      0.00
10:10:14      4.62      0.12      0.00      0.00      0.00      0.00
  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
10:10:15      5.15      0.06      0.00      0.00      0.00      0.00
10:10:16      4.39      0.00      0.00      0.00      0.00      0.00
10:10:17      4.52      0.00      0.00      0.00      0.00      0.00
10:10:18      2.81      0.06      0.00      0.00      0.00      0.00
10:10:19      3.51      0.00      0.00      0.00      0.00      0.00
10:10:20      4.27      0.00      0.00      0.00      0.00      0.00
10:10:21      3.57      0.00      0.00      0.00      0.00      0.00
10:10:22      3.22      0.00      0.00      0.00      0.00      0.00
10:10:23      3.63      0.00      0.00      0.00      0.00      0.00
10:10:24      3.28      0.00      0.00      0.00      0.00      0.00
10:10:25      3.61      0.24      0.00      0.00      0.00      0.00
10:10:26      5.62      2.55      0.00      0.00      0.00      0.00
10:10:27      3.00      0.00      0.00      0.00      0.00      0.00
10:10:28      4.16      0.00      0.00      0.00      0.00      0.00
10:10:29      1.46      0.06      0.00      0.00      0.00      0.00
10:10:30      3.80      0.00      0.00      0.00      0.00      0.00
10:10:31      2.87      0.00      0.00      0.00      0.00      0.00
10:10:32      2.70      0.06      0.00      0.00      0.00      0.00
10:10:33      4.21      0.00      0.00      0.00      0.00      0.00
10:10:34      4.21      0.00      0.00      0.00      0.00      0.00
10:10:35      5.03      0.00      0.00      0.00      0.00      0.00
10:10:36      3.39      0.00      0.00      0.00      0.00      0.00
  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
10:10:37      6.50      0.00      0.00      0.00      0.00      0.00
10:10:38      2.34      0.12      0.00      0.00      0.00      0.00
10:10:39      4.33      0.00      0.00      0.00      0.00      0.00
10:10:40      3.34      0.00      0.00      0.00      0.00      0.00
10:10:41      2.46      0.00      0.00      0.00      0.00      0.00
10:10:42      2.47      0.00      0.00      0.00      0.00      0.00
10:10:43      2.34      0.00      0.00      0.00      0.00      0.00
10:10:44      3.92      0.00      0.00      0.00      0.00      0.00
10:10:45      3.57      0.00      0.00      0.00      0.00      0.00
10:10:46      4.21      0.00      0.00      0.00      0.00      0.00
10:10:47      2.58      0.00      0.00      0.00      0.00      0.00
10:10:48      3.10      0.00      0.00      0.00      0.00      0.00
10:10:49      3.57      0.00      0.00      0.00      0.00      0.00
10:10:50      4.57      0.00      0.00      0.00      0.00      0.00
10:10:51      3.86      0.00      0.00      0.00      0.00      0.00
10:10:52      4.04      0.00      0.00      0.00      0.00      0.00
10:10:53      2.46      0.00      0.00      0.00      0.00      0.00
10:10:54      3.57      0.00      0.00      0.00      0.00      0.00
10:10:55      2.63      0.00      0.00      0.00      0.00      0.00
10:10:56      4.16      0.00      0.00      0.00      0.00      0.00
10:10:57      2.93      0.00      0.00      0.00      0.00      0.00
10:10:58      3.92      0.00      0.00      0.00      0.00      0.00
  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
10:10:59      2.63      0.00      0.00      0.00      0.00      0.00
10:11:00      5.50      0.00      0.00      0.00      0.00      0.00
10:11:01      2.17      0.00      0.00      0.00      0.00      0.00
10:11:02      4.74      0.00      0.00      0.00      0.00      0.00
10:11:03      2.22      0.00      0.00      0.00      0.00      0.00
10:11:04      4.39      0.06      0.00      0.00      0.00      0.00
10:11:05      2.40      0.06      0.00      0.00      0.00      0.00
10:11:06      2.99      0.00      0.00      0.00      0.00      0.00
10:11:07      1.87      0.00      0.00      0.00      0.00      0.00
10:11:08      3.57      0.00      0.00      0.00      0.00      0.00
10:11:09      3.04      0.12      0.00      0.00      0.00      0.00
10:11:10      3.86      0.06      0.00      0.00      0.00      0.00
10:11:11      3.04      0.06      0.00      0.00      0.00      0.00
10:11:12      2.99      0.00      0.00      0.00      0.00      0.00
10:11:13      3.75      0.00      0.00      0.00      0.00      0.00
10:11:14      4.21      0.12      0.00      0.00      0.00      0.00
10:11:15      3.86      0.06      0.00      0.00      0.00      0.00
10:11:16      3.10      0.00      0.00      0.00      0.00      0.00
10:11:17      3.51      0.06      0.00      0.00      0.00      0.00
10:11:18      4.04      0.00      0.00      0.00      0.00      0.00
10:11:19      4.98      0.00      0.00      0.00      0.00      0.00
10:11:20      3.22      0.00      0.00      0.00      0.00      0.00
  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
10:11:21      4.51      0.00      0.00      0.00      0.00      0.00
10:11:22      3.64      0.00      0.00      0.00      0.00      0.00
10:11:23      3.04      0.00      0.00      0.00      0.00      0.00
10:11:24      3.28      0.00      0.00      0.00      0.00      0.00
10:11:25      3.75      0.00      0.00      0.00      0.00      0.00
10:11:26      3.63      0.00      0.00      0.00      0.00      0.00
10:11:27      2.99      0.00      0.00      0.00      0.00      0.00
10:11:28      4.27      0.00      0.00      0.00      0.00      0.00
10:11:29      3.22      0.00      0.00      0.00      0.00      0.00
10:11:30      4.81      0.00      0.00      0.00      0.00      0.00
10:11:31      3.80      0.00      0.00      0.00      0.00      0.00
10:11:32      4.39      0.00      0.00      0.00      0.00      0.00
10:11:33      4.27      0.00      0.00      0.00      0.00      0.00
10:11:34      4.39      0.00      0.00      0.00      0.00      0.00
10:11:35      3.34      0.00      0.00      0.00      0.00      0.00
