Server address : 10.10.1.1:4433, Client address 10.10.1.2:5125
Server address : 10.10.2.1:4707, Client address 10.10.2.2:5627
Server address : 10.10.1.1:6124, Client address 10.10.1.2:6741
Server address : 10.10.2.1:5250, Client address 10.10.2.2:5160
Server address : 10.10.1.1:6982, Client address 10.10.1.2:6628
Server address : 10.10.2.1:6205, Client address 10.10.2.2:4994
Server address : 10.10.1.1:6504, Client address 10.10.1.2:5013
Server address : 10.10.2.1:6691, Client address 10.10.2.2:5705
Server address : 10.10.1.1:4836, Client address 10.10.1.2:6028
Server address : 10.10.2.1:6007, Client address 10.10.2.2:6043
Server address : 10.10.1.1:5913, Client address 10.10.1.2:4495
