  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
00:23:06      3.35      0.00      0.00      0.00      0.00      0.00
00:23:07      5.92      0.00      0.00      0.00      0.00      0.00
00:23:08      4.10      0.00      0.00      0.00      0.00      0.00
00:23:09      3.16      0.00      0.00      0.00      0.00      0.00
00:23:10      3.04      0.00      0.00      0.00      0.00      0.00
00:23:11      3.63      0.00      0.00      0.00      0.00      0.00
00:23:12      3.57      0.00      0.00      0.00      0.00      0.00
00:23:13      3.57      0.00      0.00      0.00      0.00      0.00
00:23:14      3.45      0.00      0.00      0.00      0.00      0.00
00:23:15      3.34      0.00      0.00      0.00      0.00      0.00
00:23:16      3.10      0.00      0.00      0.00      0.00      0.00
00:23:17      4.21      0.00      0.00      0.00      0.00      0.00
00:23:18      1.99      0.00      0.00      0.00      0.00      0.00
00:23:19      5.09      0.00      0.00      0.00      0.00      0.00
00:23:20      3.51      0.00      0.00      0.00      0.00      0.00
00:23:21      4.33      0.00      0.00      0.00      0.00      0.00
00:23:22      2.69      0.00      0.00      0.00      0.00      0.00
00:23:23      5.11      0.06      0.00      0.00      0.00      0.00
00:23:24      1.93      0.00      0.00      0.00      0.00      0.00
00:23:25      3.92      0.06      0.00      0.00      0.00      0.00
00:23:26      2.41      0.07      0.00      0.00      0.00      0.00
00:23:27      5.25      3.13      0.00      0.00      0.00      0.00
  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
00:23:28      4.77      0.34      0.00      0.00      0.00      0.00
00:23:29      4.94      1.04      0.00      0.00      0.00      0.00
00:23:30      5.15      1.20      0.00      0.00      0.00      0.00
00:23:31      3.93      0.00      0.00      0.00      0.00      0.00
00:23:32      4.45      0.06      0.00      0.00      0.00      0.00
00:23:33      5.85      0.00   1122.19  1.08e+06    745.18  628251.0
00:23:34      5.27      0.00   1074.74  1.17e+06    697.59  677543.6
00:23:35      5.39      0.00   1076.34  1.17e+06    686.33  669553.0
00:23:36      6.72      0.15   1096.38  1.17e+06    719.16  666552.3
00:23:37      5.22      0.00   1096.85  1.16e+06    724.18  668895.8
00:23:38      5.62      0.00   1110.77  1.19e+06    584.30  753338.6
00:23:39      3.86      0.00   1064.70  1.16e+06    577.70  772451.9
00:23:40      5.09      0.00   1027.24  1.16e+06    551.55  754506.0
00:23:41      2.81      0.00   1039.64  1.16e+06    551.67  751832.3
00:23:42      3.51      0.00   1141.46  1.22e+06    560.17  759701.0
00:23:43      2.99      0.00   1163.66  1.21e+06    573.60  800262.2
00:23:44      2.98      0.00    780.42  1.20e+06    573.66  785646.1
00:23:45      2.17      0.00    782.16  1.22e+06    562.43  771716.4
00:23:46      3.57      0.00    758.26  1.20e+06    547.89  768358.6
00:23:47      3.28      0.00    799.67  1.23e+06    555.06  754334.9
00:23:48      4.51      0.00    777.78  1.21e+06    554.31  785715.0
00:23:49      4.27      0.00    757.01  1.20e+06    557.98  793000.1
  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
00:23:50      3.37      0.24    793.33  1.23e+06    550.96  753992.8
00:23:51      6.50      2.55    771.60  1.21e+06    546.67  752865.7
00:23:52      2.28      0.00    647.64  1.11e+06    553.02  749312.6
00:23:53      6.50      0.00     43.79  60793.36     38.26  51447.50
00:23:54      4.62      1.43      0.00      0.00      0.00      0.00
00:23:55      6.77      1.36      0.00      0.00      0.00      0.00
00:23:56      1.23      0.00      0.00      0.00      0.00      0.00
