Server address : 10.10.1.1:4433, Client address 10.10.1.2:4584
Server address : 10.10.2.1:6549, Client address 10.10.2.2:6260
Server address : 10.10.1.1:6809, Client address 10.10.1.2:5812
Server address : 10.10.2.1:4711, Client address 10.10.2.2:4759
Server address : 10.10.1.1:5596, Client address 10.10.1.2:6786
Server address : 10.10.2.1:6644, Client address 10.10.2.2:5534
Server address : 10.10.1.1:5354, Client address 10.10.1.2:5894
Server address : 10.10.2.1:6671, Client address 10.10.2.2:6618
Server address : 10.10.1.1:4511, Client address 10.10.1.2:6236
Server address : 10.10.2.1:5003, Client address 10.10.2.2:5582
Server address : 10.10.1.1:5866, Client address 10.10.1.2:6783
Server address : 10.10.2.1:4836, Client address 10.10.2.2:6952
Server address : 10.10.1.1:4761, Client address 10.10.1.2:5738
Server address : 10.10.2.1:4756, Client address 10.10.2.2:4713
Server address : 10.10.1.1:4697, Client address 10.10.1.2:6682
Server address : 10.10.2.1:4975, Client address 10.10.2.2:6017
