Server address : 10.10.1.1:4433, Client address 10.10.1.2:6536
Server address : 10.10.2.1:5352, Client address 10.10.2.2:4591
Server address : 10.10.1.1:5416, Client address 10.10.1.2:4683
Server address : 10.10.2.1:6304, Client address 10.10.2.2:4827
Server address : 10.10.1.1:5876, Client address 10.10.1.2:6005
Server address : 10.10.2.1:5685, Client address 10.10.2.2:5171
Server address : 10.10.1.1:4557, Client address 10.10.1.2:6185
Server address : 10.10.2.1:5396, Client address 10.10.2.2:6582
Server address : 10.10.1.1:5628, Client address 10.10.1.2:5782
Server address : 10.10.2.1:5187, Client address 10.10.2.2:5104
Server address : 10.10.1.1:5611, Client address 10.10.1.2:5670
Server address : 10.10.2.1:4950, Client address 10.10.2.2:4590
Server address : 10.10.1.1:6268, Client address 10.10.1.2:5194
Server address : 10.10.2.1:5826, Client address 10.10.2.2:5766
Server address : 10.10.1.1:4941, Client address 10.10.1.2:4953
