Server address : 10.10.1.1:4433, Client address 10.10.1.2:6334
Server address : 10.10.2.1:6887, Client address 10.10.2.2:5819
Server address : 10.10.1.1:6524, Client address 10.10.1.2:5764
Server address : 10.10.2.1:4588, Client address 10.10.2.2:4472
Server address : 10.10.1.1:4582, Client address 10.10.1.2:4668
Server address : 10.10.2.1:5976, Client address 10.10.2.2:5341
Server address : 10.10.1.1:6218, Client address 10.10.1.2:5455
Server address : 10.10.2.1:6309, Client address 10.10.2.2:6622
Server address : 10.10.1.1:4837, Client address 10.10.1.2:4980
Server address : 10.10.2.1:6621, Client address 10.10.2.2:5390
Server address : 10.10.1.1:4461, Client address 10.10.1.2:6042
Server address : 10.10.2.1:6033, Client address 10.10.2.2:6040
Server address : 10.10.1.1:6308, Client address 10.10.1.2:6422
Server address : 10.10.2.1:6202, Client address 10.10.2.2:5786
Server address : 10.10.1.1:6646, Client address 10.10.1.2:6415
