  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
02:18:13      3.62      1.12      0.00      0.00      0.00      0.00
02:18:14      3.91      0.51      0.00      0.00      0.00      0.00
02:18:15      8.76      4.49      0.00      0.00      0.00      0.00
02:18:16      2.58      0.00      0.00      0.00      0.00      0.00
02:18:17      2.81      0.00    330.46  51295.85    327.32  49029.63
02:18:18      2.93      0.00    610.20  791369.5    687.33  845600.4
02:18:19      3.22      0.06    664.60  1.34e+06    894.95  1.48e+06
02:18:20      3.57      0.00    679.79  1.36e+06    910.41  1.49e+06
02:18:21      3.39      0.00    678.83  1.36e+06    909.32  1.49e+06
02:18:22      3.57      0.00    685.16  1.35e+06    905.40  1.48e+06
02:18:23      3.51      0.00    695.40  1.36e+06    944.83  1.49e+06
02:18:24      3.98      0.00    693.02  1.35e+06    938.85  1.48e+06
02:18:25      4.45      0.00    705.81  1.37e+06    941.48  1.49e+06
02:18:26      2.58      0.00    698.19  1.35e+06    942.99  1.48e+06
02:18:27      3.47      0.18    713.22  1.36e+06    944.22  1.49e+06
02:18:28      3.86      0.00    711.56  1.36e+06    946.51  1.49e+06
02:18:30      2.63      0.00    707.56  1.35e+06    947.79  1.48e+06
02:18:31      4.86      0.00    704.32  1.36e+06    941.29  1.48e+06
02:18:32      2.93      0.00    708.18  1.35e+06    949.67  1.48e+06
02:18:33      4.27      0.00    695.50  1.36e+06    942.93  1.48e+06
02:18:34      3.10      0.00    709.21  1.35e+06    953.55  1.49e+06
02:18:35      4.74      0.00    704.98  1.35e+06    937.06  1.48e+06
  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
02:18:36      2.75      0.00    702.79  1.36e+06    944.77  1.49e+06
02:18:37      4.16      0.06    705.83  1.36e+06    941.02  1.48e+06
02:18:38      1.46      0.00    486.23  933746.5    645.50  1.02e+06
02:18:39      3.46      0.00      0.00      0.00      0.00      0.00
02:18:40      2.22      0.00      0.00      0.00      0.00      0.00
02:18:41      5.15      0.00      0.00      0.00      0.00      0.00
02:18:42      2.75      0.00      0.00      0.00      0.06      0.06
02:18:43     23.44     19.34      0.00      0.00      0.00      0.00
02:18:44     23.23     18.58      0.00      0.00      0.00      0.00
02:18:45     33.44     22.52      0.00      0.00      0.00      0.00
