Server address : 10.10.1.1:4433, Client address 10.10.1.2:5322
Server address : 10.10.2.1:6624, Client address 10.10.2.2:6118
Server address : 10.10.1.1:4817, Client address 10.10.1.2:5971
Server address : 10.10.2.1:5104, Client address 10.10.2.2:6210
Server address : 10.10.1.1:4766, Client address 10.10.1.2:6871
Server address : 10.10.2.1:5344, Client address 10.10.2.2:5885
Server address : 10.10.1.1:4500, Client address 10.10.1.2:6432
Server address : 10.10.2.1:5011, Client address 10.10.2.2:6722
Server address : 10.10.1.1:6997, Client address 10.10.1.2:6988
Server address : 10.10.2.1:5796, Client address 10.10.2.2:4443
Server address : 10.10.1.1:5780, Client address 10.10.1.2:6546
Server address : 10.10.2.1:4756, Client address 10.10.2.2:4535
Server address : 10.10.1.1:5423, Client address 10.10.1.2:5398
Server address : 10.10.2.1:6669, Client address 10.10.2.2:4665
Server address : 10.10.1.1:6590, Client address 10.10.1.2:6422
