  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
17:56:47      5.14      1.08      0.00      0.00      0.00      0.00
17:56:48      7.76      4.88      0.00      0.00      0.00      0.00
17:56:49      2.63      0.00      0.00      0.00      0.00      0.00
17:56:50      2.93      0.06    398.63  336104.3    201.91  171358.6
17:56:51      2.52      0.00    522.62  729305.8    259.99  368110.2
17:56:52      2.81      0.00    517.89  730070.2    259.60  367474.0
17:56:53      2.87      0.06    522.80  737502.3    263.42  367188.8
17:56:54      4.10      0.00    531.51  727363.7    269.98  368344.4
17:56:55      3.16      0.00    531.05  726691.5    269.85  368083.0
17:56:56      5.04      0.00    532.50  727475.2    269.84  368339.4
17:56:57      3.28      0.00    531.52  730893.2    269.98  368219.2
17:56:58      5.50      0.00    531.34  726538.0    269.69  368212.7
17:56:59      4.39      0.00    531.34  726506.0    269.78  368073.1
17:57:00      4.39      0.00    535.38  729613.2    269.68  367797.8
17:57:01      3.96      0.51    531.38  726755.7    269.60  368245.6
17:57:02      3.57      0.00    546.28  738645.1    272.91  371451.4
17:57:03      2.99      0.00    534.27  728650.9    269.98  368622.8
17:57:04      4.27      0.00    526.44  733726.1    269.89  368352.6
17:57:05      4.74      0.00    532.53  727495.1    270.20  368631.6
17:57:06      4.04      0.06    531.61  727410.0    271.54  369612.9
17:57:07      3.16      0.06    536.89  732376.4    273.39  373206.7
17:57:08      3.39      0.00    534.69  730588.7    269.47  369766.9
  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
17:57:09      4.04      0.00    527.75  736266.4    269.58  368040.8
17:57:10      2.52      0.06    238.41  326060.0    122.20  166635.0
17:57:11      4.62      0.00      0.00      0.00      0.00      0.00
17:57:12      2.63      0.00      0.00      0.00      0.00      0.00
17:57:13     16.71     12.84      0.00      0.00      0.00      0.00
17:57:14     27.62     22.31      0.00      0.00      0.00      0.00
