  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
22:03:29  16617.58    116.87  13940.02    100.53     10.32      2.12
22:03:30  87502.20    592.34  74331.13    514.42      5.75      0.00
22:03:31  309514.3    504.27  208197.4    404.02      5.63      0.00
22:03:32  1.13e+06    774.94  949843.9    550.64      5.44      0.00
22:03:33  1.08e+06    832.18  919494.7    629.29      4.92      0.06
22:03:34  1.09e+06    817.48  916948.2    724.77      5.74      0.00
22:03:35  1.20e+06    979.44  1.03e+06    840.39      4.97      0.00
22:03:36  1.91e+06   1281.79  1.62e+06   1211.99      6.32      0.00
22:03:37  2.05e+06   1209.67  1.74e+06   1105.07      5.62      0.00
22:03:38  2.24e+06   1318.16  1.87e+06   1258.03      5.85      0.00
22:03:39  2.27e+06   1263.57  1.90e+06   1181.79      4.92      0.00
22:03:40  2.27e+06   1156.96  1.88e+06   1315.65      4.97      0.00
22:03:41  2.31e+06   1131.17  1.89e+06   1186.19      4.92      0.24
22:03:42  2.29e+06   1118.07  1.86e+06   1134.13      5.38      0.00
22:03:43  2.28e+06   1085.12  1.88e+06   1073.55      5.79      0.06
22:03:44  2.30e+06   1063.63  1.88e+06   1076.21      6.56      0.00
22:03:45  2.29e+06   1058.80  1.89e+06   1098.79      5.38      0.00
22:03:46  2.29e+06   1106.06  1.85e+06   1060.92      6.26      0.00
22:03:47  2.29e+06   1065.29  1.88e+06   1083.10      4.68      0.00
22:03:48  2.26e+06   1054.59  1.91e+06   1173.29      6.63      0.06
22:03:49  1.94e+06    910.18  1.63e+06    937.18      4.74      0.00
22:03:50      0.00      0.00      0.00      0.00      8.63      3.32
  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
22:03:51      0.00      0.00      0.00      0.00     10.03      3.40
22:03:52      0.00      0.00      0.00      0.00     10.57      3.19
22:03:53      0.00      0.00      0.00      0.00      8.02      3.00
22:03:54      0.00      0.00      0.00      0.00      7.57      2.98
22:03:55      0.00      0.00      0.00      0.00      9.22      3.18
22:03:56      0.00      0.00      0.00      0.00      7.74      3.34
22:03:57      0.00      0.00      0.00      0.00      8.19      2.33
22:03:58      0.00      0.00      0.00      0.00      9.81      3.48
22:03:59      0.00      0.00      0.00      0.00     10.76      3.52
22:04:00      0.00      0.00      0.00      0.00      8.58      3.03
22:04:01      0.00      0.00      0.00      0.00     11.00      2.99
22:04:02      0.00      0.00      0.00      0.00     18.39      8.84
22:04:03      0.00      0.00      0.00      0.00     25.73     13.31
22:04:04      0.00      0.00      0.00      0.00     12.83      5.59
22:04:05      0.00      0.00      0.00      0.00      9.76      2.45
22:04:06      0.00      0.00      0.00      0.00     10.67      4.28
22:04:07      0.00      0.00      0.00      0.00      8.73      2.96
