Server address : 10.10.1.1:4433, Client address 10.10.1.2:6261
Server address : 10.10.2.1:4833, Client address 10.10.2.2:4770
Server address : 10.10.1.1:4472, Client address 10.10.1.2:6159
Server address : 10.10.2.1:4547, Client address 10.10.2.2:4816
Server address : 10.10.1.1:5482, Client address 10.10.1.2:5077
Server address : 10.10.2.1:5637, Client address 10.10.2.2:6331
Server address : 10.10.1.1:6802, Client address 10.10.1.2:6519
Server address : 10.10.2.1:5013, Client address 10.10.2.2:6150
Server address : 10.10.1.1:5186, Client address 10.10.1.2:6935
Server address : 10.10.2.1:4820, Client address 10.10.2.2:6475
Server address : 10.10.1.1:4507, Client address 10.10.1.2:4769
Server address : 10.10.2.1:6607, Client address 10.10.2.2:5418
Server address : 10.10.1.1:4995, Client address 10.10.1.2:5074
Server address : 10.10.2.1:5403, Client address 10.10.2.2:6987
Server address : 10.10.1.1:6876, Client address 10.10.1.2:5133
