Server address : 10.10.1.1:4433, Client address 10.10.1.2:4569
Server address : 10.10.2.1:5907, Client address 10.10.2.2:4898
Server address : 10.10.1.1:4991, Client address 10.10.1.2:4621
Server address : 10.10.2.1:6626, Client address 10.10.2.2:5293
Server address : 10.10.1.1:4618, Client address 10.10.1.2:6539
Server address : 10.10.2.1:6701, Client address 10.10.2.2:4849
Server address : 10.10.1.1:4979, Client address 10.10.1.2:6078
Server address : 10.10.2.1:4703, Client address 10.10.2.2:4704
Server address : 10.10.1.1:6579, Client address 10.10.1.2:5502
Server address : 10.10.2.1:5215, Client address 10.10.2.2:5713
Server address : 10.10.1.1:5274, Client address 10.10.1.2:5067
Server address : 10.10.2.1:6833, Client address 10.10.2.2:6209
Server address : 10.10.1.1:6158, Client address 10.10.1.2:4706
