Server address : 10.10.1.1:4433, Client address 10.10.1.2:4574
Server address : 10.10.2.1:4511, Client address 10.10.2.2:6037
Server address : 10.10.1.1:4824, Client address 10.10.1.2:5614
Server address : 10.10.2.1:5980, Client address 10.10.2.2:5138
Server address : 10.10.1.1:4973, Client address 10.10.1.2:6225
Server address : 10.10.2.1:5600, Client address 10.10.2.2:6827
Server address : 10.10.1.1:6317, Client address 10.10.1.2:6981
Server address : 10.10.2.1:5159, Client address 10.10.2.2:6204
Server address : 10.10.1.1:4645, Client address 10.10.1.2:5294
Server address : 10.10.2.1:5740, Client address 10.10.2.2:5911
Server address : 10.10.1.1:6096, Client address 10.10.1.2:4639
Server address : 10.10.2.1:4714, Client address 10.10.2.2:6105
Server address : 10.10.1.1:5055, Client address 10.10.1.2:5969
Server address : 10.10.2.1:5223, Client address 10.10.2.2:5003
