Server address : 10.10.1.1:4433, Client address 10.10.1.2:5194
Server address : 10.10.2.1:4921, Client address 10.10.2.2:6499
Server address : 10.10.1.1:5320, Client address 10.10.1.2:4959
Server address : 10.10.2.1:5609, Client address 10.10.2.2:4696
Server address : 10.10.1.1:5584, Client address 10.10.1.2:5407
Server address : 10.10.2.1:4464, Client address 10.10.2.2:6847
Server address : 10.10.1.1:6097, Client address 10.10.1.2:6182
Server address : 10.10.2.1:6569, Client address 10.10.2.2:4841
Server address : 10.10.1.1:6060, Client address 10.10.1.2:5545
Server address : 10.10.2.1:5073, Client address 10.10.2.2:4503
Server address : 10.10.1.1:4588, Client address 10.10.1.2:4839
Server address : 10.10.2.1:5058, Client address 10.10.2.2:5880
