  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
21:10:22      0.00      0.00      0.00      0.00      6.42      0.79
21:10:23      0.00      0.00      0.00      0.00      6.40      0.57
21:10:24      0.00      0.00      0.00      0.00      5.97      0.00
21:10:25      0.00      0.00      0.00      0.00      5.52      0.00
21:10:26      0.00      0.00      0.00      0.00      5.62      0.00
21:10:27      0.00      0.00      0.00      0.00      5.15      0.00
21:10:28      0.00      0.00      0.00      0.00      5.38      0.00
21:10:29      0.00      0.00      0.00      0.00      5.27      0.00
21:10:30      0.00      0.00      0.00      0.00      5.56      0.00
21:10:31      0.00      0.00      0.00      0.00      5.30      0.10
21:10:32      0.00      0.00      0.00      0.00      5.24      0.10
21:10:33      0.00      0.00      0.00      0.00      5.54      0.10
21:10:34      0.00      0.00      0.00      0.00      7.57      2.06
21:10:35      0.00      0.00      0.00      0.00      9.44      2.40
21:10:36      0.00      0.00      0.00      0.00      4.96      0.10
21:10:37      0.00      0.00      0.00      0.00      5.38      0.00
21:10:38    546.45  81125.71    558.67  80106.54      5.85      0.00
21:10:39    555.64  253672.8    478.11  206344.8      5.77      0.10
21:10:40    714.03  1.33e+06    392.73  1.27e+06      4.72      0.10
21:10:41   1137.45  1.92e+06    645.85  1.69e+06      5.79      0.00
21:10:42   1098.10  1.98e+06    671.20  1.75e+06      5.60      0.10
21:10:43    980.00  1.99e+06    635.11  1.74e+06      5.62      0.00
  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
21:10:44    927.74  1.95e+06    629.75  1.72e+06      5.03      0.00
21:10:45    867.79  2.01e+06    658.30  1.77e+06      4.92      0.00
21:10:46   1000.27  2.09e+06    685.28  1.79e+06      4.80      0.00
21:10:47    506.70  2.19e+06    651.50  1.89e+06      4.74      0.00
21:10:48    699.75  2.08e+06    638.93  1.77e+06      4.92      0.00
21:10:49    721.86  2.17e+06    627.73  1.90e+06      5.74      0.00
21:10:50    670.68  2.18e+06    610.12  1.89e+06      5.03      0.00
21:10:51    637.61  2.20e+06    576.29  1.94e+06      5.62      0.00
21:10:52    658.03  2.26e+06    557.37  1.93e+06      5.77      0.10
21:10:53    755.96  2.24e+06    562.73  1.94e+06      5.38      0.00
21:10:54    709.88  2.18e+06    583.75  1.87e+06      5.09      0.00
21:10:55    731.49  2.19e+06    648.37  1.92e+06      6.32      0.00
21:10:56    761.28  2.20e+06    606.02  1.92e+06      6.15      0.00
21:10:57    649.86  2.23e+06    584.39  1.94e+06      5.62      0.00
21:10:58    100.68  273298.7     69.23  235315.9      5.03      0.00
21:10:59      0.00      0.00      0.00      0.00      6.00      0.00
21:11:00      0.00      0.00      0.00      0.00      5.74      0.00
21:11:01      0.00      0.00      0.00      0.00      5.33      0.00
21:11:02      0.00      0.00      0.00      0.00      4.85      0.00
21:11:03      0.00      0.00      0.00      0.00      5.50      0.00
21:11:04      0.00      0.00      0.00      0.00      5.91      0.00
21:11:05      0.00      0.00      0.00      0.00      4.80      0.00
  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
21:11:06      0.00      0.00      0.00      0.00      6.63      0.12
21:11:07      0.00      0.00      0.00      0.00      5.50      0.53
21:11:08      0.00      0.00      0.00      0.00      5.62      0.12
21:11:09      0.00      0.00      0.00      0.00      5.62      0.00
21:11:10      0.00      0.00      0.00      0.00      5.03      0.00
21:11:11      0.00      0.00      0.00      0.00      4.62      0.00
21:11:12      0.00      0.00      0.00      0.00      5.68      0.06
21:11:13      0.00      0.00      0.00      0.00      5.09      0.00
21:11:14      0.00      0.00      0.00      0.00      5.03      0.00
21:11:15      0.00      0.00      0.00      0.00      5.85      0.00
21:11:16      0.00      0.00      0.00      0.00      4.74      0.06
21:11:17      0.00      0.00      0.00      0.00      9.57      4.00
21:11:18      0.00      0.00      0.00      0.00     10.61      4.67
21:11:19      0.00      0.00      0.00      0.00     10.45      4.98
21:11:20      0.00      0.00      0.00      0.00      8.85      2.96
21:11:21      0.00      0.00      0.00      0.00      9.77      2.68
21:11:22      0.00      0.00      0.00      0.00      7.81      3.54
21:11:23      0.00      0.00      0.00      0.00     11.59      3.49
21:11:24      0.00      0.00      0.00      0.00      7.86      2.96
21:11:25      0.00      0.00      0.00      0.00     11.13      4.73
21:11:26      0.00      0.00      0.00      0.00      7.89      1.96
21:11:27      0.00      0.00      0.00      0.00      9.40      2.60
  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
21:11:28      0.00      0.00      0.00      0.00     25.56     13.41
21:11:29      0.00      0.00      0.00      0.00     26.10     12.99
21:11:30      0.00      0.00      0.00      0.00      7.85      2.92
21:11:31      0.00      0.00      0.00      0.00     10.35      4.50
21:11:32      0.00      0.00      0.00      0.00      8.60      2.45
