  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
14:17:19      0.00      0.00      0.00      0.00      6.15      1.26
14:17:20      0.00      0.00      0.00      0.00      6.33      0.00
14:17:21      0.00      0.00      0.00      0.00      6.32      0.00
14:17:22      0.00      0.00      0.00      0.00      5.61      0.00
14:17:23      0.00      0.00      0.00      0.00      5.09      0.00
14:17:24      0.00      0.00      0.00      0.00      6.49      0.00
14:17:25      0.00      0.00      0.00      0.00      5.15      0.00
14:17:26      0.00      0.00      0.00      0.00      5.62      0.00
14:17:27      0.00      0.00      0.00      0.00      6.14      0.00
14:17:28      0.00      0.00      0.00      0.00      6.20      0.00
14:17:29      0.00      0.00      0.00      0.00      5.15      0.00
14:17:30      0.00      0.00      0.00      0.00      5.97      0.00
14:17:31      0.00      0.00      0.00      0.00      5.63      0.00
14:17:32      0.00      0.00      0.00      0.00      8.68      2.34
14:17:33      0.00      0.00      0.00      0.00      9.85      2.12
14:17:34      0.00      0.00      0.00      0.00      6.09      0.18
14:17:35      0.00      0.00      0.00      0.00      7.04      0.00
14:17:36    191.26  242870.6    253.99  265432.6      5.50      0.00
14:17:37    133.59  328885.8    271.55  422780.9      4.68      0.00
14:17:38    129.86  367362.4    146.08  499628.8      6.14      0.00
14:17:39    151.23  410242.5     90.07  499608.5      6.20      0.00
14:17:40    177.09  482672.8     89.41  496390.4      6.03      0.00
  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
14:17:41    172.83  487083.2     89.43  494266.3      5.69      0.12
14:17:42    172.91  486922.5     95.87  495893.7      5.62      0.00
14:17:43    174.76  486212.0     93.37  497056.1      5.38      0.00
14:17:44    172.28  487385.3     90.05  495585.8      5.68      0.00
14:17:45    170.31  480616.1     91.28  496044.2      5.97      0.00
14:17:46    176.36  481239.1     88.71  495432.7      5.27      0.00
14:17:47    162.50  490514.5     90.30  493794.9      6.68      0.06
14:17:48    161.94  486283.6     85.30  491943.3      5.15      0.00
14:17:49    158.95  489306.4     93.87  494192.5      4.97      0.00
14:17:50    160.23  489069.8     94.23  493991.8      5.27      0.00
14:17:51    156.57  491004.1     90.16  494944.9      6.61      0.00
14:17:52    159.03  490702.9     90.63  496591.1      6.38      0.00
14:17:53    164.64  487417.5     89.28  498134.8      5.98      0.06
14:17:54    163.98  488218.6     92.98  495694.6      5.62      0.00
14:17:55    159.28  487949.0     96.81  495560.2      5.68      0.00
14:17:56     15.33  46808.26     10.63  49993.47      6.26      0.00
14:17:57      0.00      0.00      0.00      0.00      5.09      0.00
14:17:58      0.00      0.00      0.00      0.00      7.08      0.12
14:17:59      0.00      0.00      0.00      0.00      6.03      0.00
14:18:00      0.00      0.00      0.00      0.00      5.73      0.00
14:18:01      0.00      0.00      0.00      0.00      4.80      0.00
14:18:02      0.00      0.00      0.00      0.00      7.03      0.00
  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
14:18:03      0.00      0.00      0.00      0.00      7.09      2.32
14:18:04      0.00      0.00      0.00      0.00      6.12      0.59
14:18:05      0.00      0.00      0.00      0.00      6.03      0.00
14:18:06      0.00      0.00      0.00      0.00      6.32      0.00
14:18:07      0.00      0.00      0.00      0.00      5.27      0.00
14:18:08      0.00      0.00      0.00      0.00      5.44      0.29
14:18:09      0.00      0.00      0.00      0.00      5.73      0.00
14:18:10      0.00      0.00      0.00      0.00      6.04      0.00
14:18:11      0.00      0.00      0.00      0.00      5.85      0.00
14:18:12      0.00      0.00      0.00      0.00      5.85      0.00
14:18:13      0.00      0.00      0.00      0.00      5.68      0.00
14:18:14      0.00      0.00      0.00      0.00      5.44      0.00
14:18:15      0.00      0.00      0.00      0.00      5.50      0.00
14:18:16      0.00      0.00      0.00      0.00      5.52      0.06
14:18:17      0.00      0.00      0.00      0.00      8.96      2.85
14:18:18      0.00      0.00      0.00      0.00      8.98      3.08
14:18:19      0.00      0.00      0.00      0.00     12.60      6.65
14:18:20      0.00      0.00      0.00      0.00      8.65      3.13
14:18:21      0.00      0.00      0.00      0.00      9.23      2.75
14:18:22      0.00      0.00      0.00      0.00      6.28      2.01
14:18:23      0.00      0.00      0.00      0.00      9.08      2.95
14:18:24      0.00      0.00      0.00      0.00      9.84      3.02
  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
14:18:25      0.00      0.00      0.00      0.00      8.32      2.72
14:18:26      0.00      0.00      0.00      0.00     12.18      4.72
14:18:27      0.00      0.00      0.00      0.00      8.30      2.91
14:18:28      0.00      0.00      0.00      0.00     12.66      4.77
14:18:29      0.00      0.00      0.00      0.00     22.97     11.60
14:18:30      0.00      0.00      0.00      0.00     23.93     11.68
14:18:31      0.00      0.00      0.00      0.00      8.22      3.02
14:18:32      0.00      0.00      0.00      0.00     11.92      4.38
14:18:33      0.00      0.00      0.00      0.00      8.74      2.34
