Server address : 10.10.1.1:4433, Client address 10.10.1.2:5842
Server address : 10.10.2.1:6145, Client address 10.10.2.2:4998
Server address : 10.10.1.1:5768, Client address 10.10.1.2:5609
Server address : 10.10.2.1:5118, Client address 10.10.2.2:5608
Server address : 10.10.1.1:5719, Client address 10.10.1.2:5029
Server address : 10.10.2.1:5393, Client address 10.10.2.2:5450
Server address : 10.10.1.1:6471, Client address 10.10.1.2:5804
Server address : 10.10.2.1:4729, Client address 10.10.2.2:6792
Server address : 10.10.1.1:5807, Client address 10.10.1.2:5872
Server address : 10.10.2.1:5985, Client address 10.10.2.2:6303
Server address : 10.10.1.1:4845, Client address 10.10.1.2:5826
Server address : 10.10.2.1:5494, Client address 10.10.2.2:4722
Server address : 10.10.1.1:6660, Client address 10.10.1.2:6412
Server address : 10.10.2.1:4594, Client address 10.10.2.2:4656
Server address : 10.10.1.1:4665, Client address 10.10.1.2:6979
