Server address : 10.10.1.1:4433, Client address 10.10.1.2:5757
Server address : 10.10.2.1:5534, Client address 10.10.2.2:5852
Server address : 10.10.1.1:6722, Client address 10.10.1.2:5876
Server address : 10.10.2.1:5117, Client address 10.10.2.2:6579
Server address : 10.10.1.1:4931, Client address 10.10.1.2:6335
Server address : 10.10.2.1:5752, Client address 10.10.2.2:5471
Server address : 10.10.1.1:6530, Client address 10.10.1.2:6935
Server address : 10.10.2.1:5814, Client address 10.10.2.2:4562
Server address : 10.10.1.1:6947, Client address 10.10.1.2:5938
Server address : 10.10.2.1:5567, Client address 10.10.2.2:5407
Server address : 10.10.1.1:4808, Client address 10.10.1.2:5483
Server address : 10.10.2.1:5242, Client address 10.10.2.2:4744
Server address : 10.10.1.1:4758, Client address 10.10.1.2:5489
