Server address : 10.10.1.1:4433, Client address 10.10.1.2:5170
Server address : 10.10.2.1:6175, Client address 10.10.2.2:6046
Server address : 10.10.1.1:6294, Client address 10.10.1.2:6089
Server address : 10.10.2.1:5918, Client address 10.10.2.2:5531
Server address : 10.10.1.1:6700, Client address 10.10.1.2:5068
Server address : 10.10.2.1:4960, Client address 10.10.2.2:4899
Server address : 10.10.1.1:6537, Client address 10.10.1.2:6297
Server address : 10.10.2.1:6017, Client address 10.10.2.2:5997
Server address : 10.10.1.1:5486, Client address 10.10.1.2:4969
Server address : 10.10.2.1:5177, Client address 10.10.2.2:6315
Server address : 10.10.1.1:5176, Client address 10.10.1.2:4458
Server address : 10.10.2.1:4624, Client address 10.10.2.2:5680
Server address : 10.10.1.1:5203, Client address 10.10.1.2:6908
