  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
12:02:25      4.79      1.12      0.00      0.00      0.00      0.00
12:02:26      8.34      4.83      0.00      0.00      0.00      0.00
12:02:27      4.57      0.00      0.00      0.00      0.00      0.00
12:02:28      2.46      0.00    573.77  75533.32    630.52  76216.35
12:02:29      5.79      0.00   1582.16  183881.2   1513.36  185535.8
12:02:30      2.81      0.00   1598.11  183818.1   1564.18  185204.2
12:02:31      3.80      0.00   1616.86  183607.9   1531.79  184129.4
12:02:32      2.63      0.06   1599.39  182384.0   1542.72  184176.5
12:02:33      3.39      0.00   1640.77  183622.6   1490.82  184315.1
12:02:34      2.99      0.00   1636.74  183090.3   1524.05  183761.3
12:02:35      2.58      0.00   1613.54  184163.0   1538.28  184393.9
12:02:36      4.86      0.06   1636.58  183880.4   1524.90  184209.1
12:02:37      3.16      0.00   1608.37  184274.4   1550.47  183935.0
12:02:38      2.22      0.00   1574.61  183958.1   1573.26  184637.2
12:02:39      2.28      0.00   1632.11  183391.9   1533.42  184166.0
12:02:40      3.63      0.00   1659.70  184695.6   1503.18  183840.1
12:02:41      2.46      0.00   1696.48  184885.7   1486.99  183310.5
12:02:42      3.22      0.00   1651.91  184348.7   1533.44  183696.8
12:02:43      4.43      0.00   1628.08  184279.9   1535.58  183989.3
12:02:44      5.50      0.06   1610.07  183663.2   1546.71  184396.5
12:02:45      4.17      0.00   1657.35  184182.5   1506.09  183460.0
12:02:46      5.75      0.00   1665.43  184287.3   1520.16  183024.4
  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
12:02:47      4.57      0.00   1672.66  184071.1   1493.94  183392.1
12:02:48      3.57      0.00    821.50  92787.92    745.28  92078.96
12:02:49      3.39      0.00      0.00      0.00      0.00      0.00
12:02:50      6.85      0.00      0.00      0.00      0.00      0.00
12:02:51     17.34     12.66      0.00      0.00      0.00      0.00
12:02:52     26.40     21.79      0.00      0.00      0.00      0.00
