Server address : 10.10.1.1:4433, Client address 10.10.1.2:5293
Server address : 10.10.2.1:4608, Client address 10.10.2.2:6086
Server address : 10.10.1.1:4852, Client address 10.10.1.2:6809
Server address : 10.10.2.1:5478, Client address 10.10.2.2:5955
Server address : 10.10.1.1:5202, Client address 10.10.1.2:6894
Server address : 10.10.2.1:6097, Client address 10.10.2.2:5853
Server address : 10.10.1.1:5009, Client address 10.10.1.2:6947
Server address : 10.10.2.1:4970, Client address 10.10.2.2:5378
Server address : 10.10.1.1:6512, Client address 10.10.1.2:5715
Server address : 10.10.2.1:6714, Client address 10.10.2.2:5995
Server address : 10.10.1.1:6921, Client address 10.10.1.2:5401
Server address : 10.10.2.1:5969, Client address 10.10.2.2:4674
Server address : 10.10.1.1:5464, Client address 10.10.1.2:5672
Server address : 10.10.2.1:5096, Client address 10.10.2.2:5192
