Server address : 10.10.1.1:4433, Client address 10.10.1.2:6996
Server address : 10.10.2.1:5688, Client address 10.10.2.2:6210
Server address : 10.10.1.1:6086, Client address 10.10.1.2:6761
Server address : 10.10.2.1:4587, Client address 10.10.2.2:4505
Server address : 10.10.1.1:4959, Client address 10.10.1.2:6527
Server address : 10.10.2.1:4531, Client address 10.10.2.2:4850
Server address : 10.10.1.1:5257, Client address 10.10.1.2:4643
Server address : 10.10.2.1:5657, Client address 10.10.2.2:6227
Server address : 10.10.1.1:5384, Client address 10.10.1.2:4967
Server address : 10.10.2.1:4933, Client address 10.10.2.2:5834
Server address : 10.10.1.1:4477, Client address 10.10.1.2:4519
