  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
09:45:04      3.54      0.50      0.00      0.00      0.00      0.00
09:45:05      3.23      0.19      0.00      0.00      0.00      0.00
09:45:06      3.18      0.00      0.00      0.00      0.00      0.00
09:45:07      2.22      0.00      0.00      0.00      0.00      0.00
09:45:08      1.99      0.00      0.00      0.00      0.00      0.00
09:45:09      3.98      0.00      0.00      0.00      0.00      0.00
09:45:10      3.16      0.00      0.00      0.00      0.00      0.00
09:45:11      4.27      0.00      0.00      0.00      0.00      0.00
09:45:12      4.94      2.58      0.00      0.00      0.00      0.00
09:45:13      3.58      0.22      0.00      0.00      0.00      0.00
09:45:14      3.45      0.00      0.00      0.00      0.00      0.00
09:45:15      3.34      0.00      0.00      0.00      0.00      0.00
09:45:16      2.99      0.00      0.00      0.00      0.00      0.00
09:45:18      2.69      0.00      0.00      0.00      0.00      0.00
09:45:19      3.04      0.06      0.00      0.00      0.00      0.00
09:45:20      3.11      0.00      0.00      0.00      0.00      0.00
09:45:21      2.81      0.00      0.00      0.00      0.00      0.00
09:45:22      1.76      0.00      0.00      0.00      0.00      0.00
09:45:23      3.75      0.00      0.00      0.00      0.00      0.00
09:45:24      2.58      0.00      0.00      0.00      0.00      0.00
09:45:25      3.16      0.00      0.00      0.00      0.00      0.00
09:45:26      2.17      0.00      0.00      0.00      0.00      0.00
  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
09:45:27      5.49      3.09      0.00      0.00      0.00      0.00
09:45:28      4.62      1.19      0.00      0.00      0.00      0.00
09:45:29      2.82      2.01      0.00      0.00      0.00      0.00
09:45:30      4.19      0.21      0.00      0.00      0.00      0.00
09:45:31      4.44      1.83      0.00      0.00      0.00      0.00
09:45:32      3.46      0.24      0.00      0.00      0.00      0.00
09:45:33      2.75      0.00    520.95  597055.5    631.15  649825.1
09:45:34      2.69      0.06    767.99  2.15e+06   1774.76  2.64e+06
09:45:35      2.52      0.00    818.94  2.31e+06   1295.00  2.59e+06
09:45:36      2.46      0.00    866.30  2.44e+06   1178.60  2.41e+06
09:45:37      3.16      0.00    828.18  2.28e+06   1575.79  2.64e+06
09:45:38      2.87      0.06    829.72  2.24e+06   1420.76  2.69e+06
09:45:39      2.28      0.06    919.95  2.40e+06   1249.20  2.55e+06
09:45:40      2.75      0.00    943.96  2.46e+06   1319.30  2.53e+06
09:45:41      1.87      0.00    915.82  2.41e+06   1410.77  2.57e+06
09:45:42      2.87      0.00    830.62  2.28e+06   1418.67  2.64e+06
09:45:43      2.34      0.06    979.27  2.51e+06   1253.73  2.50e+06
09:45:44      2.81      0.00   1028.46  2.53e+06   1271.54  2.51e+06
09:45:45      2.87      0.00    992.57  2.51e+06   1303.56  2.45e+06
09:45:46      2.48      0.18    992.98  2.53e+06   1276.81  2.44e+06
09:45:47      5.32      1.92   1038.10  2.59e+06   1116.80  2.41e+06
