  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
17:34:39      0.00      0.00      0.00      0.00      9.69      4.06
17:34:40  100793.4    661.25  80867.28    530.93      6.17      0.24
17:34:41  1.13e+06    555.20  828718.6    245.11      6.79      0.00
17:34:42  1.21e+06    916.12  913148.1    415.87      5.57      0.12
17:34:43  1.25e+06    783.24  903346.2    413.80      5.91      0.00
17:34:44  1.26e+06    768.82  908950.0    407.93      6.09      0.12
17:34:45  1.30e+06    790.38  923270.5    418.05      6.92      0.00
17:34:46  1.62e+06   1081.00  1.24e+06    661.15      6.67      0.19
17:34:47  1.78e+06   1202.75  1.26e+06    643.91      6.79      0.00
17:34:48  1.81e+06   1195.65  1.26e+06    645.74      5.33      0.00
17:34:49  1.82e+06   1238.97  1.26e+06    659.29      6.75      0.00
17:34:50  1.82e+06   1197.23  1.26e+06    647.28      6.15      0.00
17:34:51  1.81e+06   1171.65  1.26e+06    676.80      6.98      0.00
17:34:52  1.82e+06   1207.86  1.25e+06    639.52      4.74      0.00
17:34:53  1.81e+06   1240.17  1.25e+06    634.46      8.04      0.00
17:34:54  1.83e+06   1267.92  1.26e+06    640.27      5.50      0.00
17:34:55  1.83e+06   1244.50  1.28e+06    636.23      6.32      0.00
17:34:56  1.80e+06   1230.30  1.28e+06    592.87      5.09      0.06
17:34:57  1.83e+06   1234.94  1.28e+06    601.59      5.56      0.00
17:34:58  1.79e+06   1248.45  1.26e+06    581.35      5.21      0.00
17:34:59  1.75e+06   1212.47  1.27e+06    582.22      6.61      0.00
17:35:00  676018.7    473.16  496217.9    229.77      6.57      1.22
  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
17:35:01      0.00      0.00      0.00      0.00     10.34      3.98
17:35:02      0.00      0.00      0.00      0.00      9.76      4.81
17:35:03      0.00      0.00      0.00      0.00      8.86      3.54
17:35:04      0.00      0.00      0.00      0.00      7.33      2.71
17:35:05      0.00      0.00      0.00      0.00      8.29      2.40
17:35:06      0.00      0.00      0.00      0.00     10.37      2.72
17:35:07      0.00      0.00      0.00      0.00      6.64      2.11
17:35:08      0.00      0.00      0.00      0.00      8.68      2.30
17:35:09      0.00      0.00      0.00      0.00     10.38      3.29
17:35:10      0.00      0.00      0.00      0.00      7.28      2.34
17:35:11      0.00      0.00      0.00      0.00      9.58      3.24
17:35:12      0.00      0.00      0.00      0.00      7.93      3.02
17:35:13      0.00      0.00      0.00      0.00      9.46      2.47
17:35:14      0.00      0.00      0.00      0.00     14.06      5.44
17:35:15      0.00      0.00      0.00      0.00     24.32     12.60
17:35:16      0.00      0.00      0.00      0.00     19.84     10.15
17:35:17      0.00      0.00      0.00      0.00      9.47      2.59
17:35:18      0.00      0.00      0.00      0.00      7.94      2.10
17:35:19      0.00      0.00      0.00      0.00     10.78      4.48
17:35:20      0.00      0.00      0.00      0.00      9.06      2.28
