  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
02:58:31      5.46      2.02      0.00      0.00      0.00      0.00
02:58:32      9.90      6.79      0.00      0.00      0.00      0.00
02:58:33      6.14      2.30      0.00      0.00      0.00      0.00
02:58:34      5.82      0.88    422.84  63327.85    353.53  53033.82
02:58:35      7.60      2.31    745.41  620722.3    752.76  475610.5
02:58:36      5.51      2.07    592.43  1.25e+06    503.04  974564.2
02:58:37      5.73      2.17    677.63  1.25e+06    620.44  975477.0
02:58:38      6.47      2.01    668.32  1.24e+06    576.85  987339.5
02:58:39      3.51      1.18    643.83  1.23e+06    537.60  961570.3
02:58:40      6.68      2.18    682.29  1.25e+06    575.05  977826.3
02:58:41      4.60      2.05    602.74  1.24e+06    516.66  980435.4
02:58:42      6.35      2.07    613.36  1.25e+06    516.39  982380.8
02:58:43      2.83      1.35    620.27  1.26e+06    533.20  984351.0
02:58:44      6.94      2.02    604.24  1.25e+06    477.48  977051.6
02:58:45      3.70      2.23    572.78  1.24e+06    480.08  971328.1
02:58:46      5.22      1.90    566.11  1.27e+06    482.60  978287.3
02:58:47      4.82      1.29    580.17  1.24e+06    468.79  983011.1
02:58:48      5.50      2.31    585.88  1.25e+06    467.02  981446.3
02:58:49      5.32      1.94    551.85  1.25e+06    429.04  977549.0
02:58:50      6.33      2.36    566.85  1.23e+06    419.55  967999.0
02:58:51      3.77      0.88    565.83  1.25e+06    438.23  989523.7
02:58:52      7.25      2.31    530.51  1.26e+06    430.61  976842.8
  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
02:58:53      5.04      2.19    526.19  1.25e+06    440.95  971691.7
02:58:54      6.43      2.11    349.92  834910.7    297.22  641173.5
02:58:55      3.72      2.08      0.00      0.00      0.00      0.00
02:58:56      5.93      1.29      0.00      0.00      0.00      0.00
02:58:57      6.82      2.02      0.00      0.00      0.00      0.00
02:58:58     10.02      2.23      0.00      0.00      0.00      0.00
02:58:59     26.20     21.63      0.00      0.00      0.00      0.00
02:59:00     30.90     19.36      0.00      0.00      0.00      0.00
02:59:01     34.44     24.32      0.00      0.00      0.00      0.00
