Server address : 10.10.1.1:4433, Client address 10.10.1.2:5002
Server address : 10.10.2.1:6833, Client address 10.10.2.2:4667
Server address : 10.10.1.1:4519, Client address 10.10.1.2:4651
Server address : 10.10.2.1:4441, Client address 10.10.2.2:4698
Server address : 10.10.1.1:5574, Client address 10.10.1.2:6761
Server address : 10.10.2.1:6827, Client address 10.10.2.2:4527
Server address : 10.10.1.1:4890, Client address 10.10.1.2:4901
Server address : 10.10.2.1:6008, Client address 10.10.2.2:6025
Server address : 10.10.1.1:6421, Client address 10.10.1.2:6819
Server address : 10.10.2.1:6066, Client address 10.10.2.2:5882
Server address : 10.10.1.1:6933, Client address 10.10.1.2:5177
