  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
20:04:58  37989.26    249.63  37093.07    244.15      7.14      1.50
20:04:59  81771.39    543.77  80848.18    536.52      4.74      0.00
20:05:00  614988.6    382.67  554282.7    257.14      6.38      0.00
20:05:01  1.03e+06    648.28  974985.9    497.75      5.03      0.00
20:05:02  1.02e+06    577.59  993303.1    545.36      4.80      0.00
20:05:03  1.02e+06    559.76  986345.0    510.04      4.80      0.00
20:05:04  1.00e+06    557.30  978391.9    472.13      5.21      0.00
20:05:05  1.41e+06    843.91  1.32e+06    804.11      5.68      0.00
20:05:06  1.98e+06    943.96  1.86e+06   1104.10      6.26      0.00
20:05:07  2.09e+06   1130.83  1.96e+06    992.57      4.57      0.00
20:05:08  2.11e+06   1087.56  1.98e+06   1001.94      5.44      0.00
20:05:09  2.13e+06   1112.28  1.97e+06   1010.16      5.44      0.00
20:05:10  2.11e+06   1077.74  1.95e+06   1017.03      4.92      0.00
20:05:11  2.09e+06   1110.36  1.94e+06   1078.98      6.26      0.00
20:05:12  2.11e+06    995.53  1.98e+06    979.46      5.33      0.00
20:05:13  2.16e+06    939.51  2.01e+06    818.71      6.28      0.06
20:05:14  2.11e+06    934.06  2.00e+06    936.69      6.34      0.00
20:05:15  2.14e+06    952.20  2.00e+06    762.94      5.52      0.00
20:05:16  2.12e+06    949.07  2.03e+06    757.75      4.97      0.00
20:05:17  2.11e+06    926.09  2.01e+06    712.71      6.09      0.00
20:05:18  1.24e+06    543.50  1.19e+06    414.40      6.44      0.92
20:05:19      0.00      0.00      0.00      0.00     10.67      2.96
  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
20:05:20      0.00      0.00      0.00      0.00      7.97      2.83
20:05:21      0.00      0.00      0.00      0.00      9.52      3.14
20:05:22      0.00      0.00      0.00      0.00      7.96      2.26
20:05:23      0.00      0.00      0.00      0.00      8.64      3.59
20:05:24      0.00      0.00      0.00      0.00      9.59      3.18
20:05:25      0.00      0.00      0.00      0.00      9.04      2.76
20:05:26      0.00      0.00      0.00      0.00      8.59      2.91
20:05:27      0.00      0.00      0.00      0.00      9.82      3.41
20:05:28      0.00      0.00      0.00      0.00      9.00      2.87
20:05:29      0.00      0.00      0.00      0.00      8.99      3.80
20:05:30      0.00      0.00      0.00      0.00     10.20      3.28
20:05:31      0.00      0.00      0.00      0.00     21.20      9.81
20:05:32      0.00      0.00      0.00      0.00     25.98     13.20
20:05:33      0.00      0.00      0.00      0.00     13.26      6.49
20:05:34      0.00      0.00      0.00      0.00      9.25      2.87
20:05:35      0.00      0.00      0.00      0.00      8.10      4.26
