  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
05:46:34      9.28      5.47      0.00      0.00      0.00      0.00
05:46:35      5.28      1.16      0.00      0.00      0.00      0.00
05:46:36      5.37      1.36     95.29  56817.80     91.84  56622.63
05:46:37      4.98      0.65    420.55  229500.8    302.56  229359.5
05:46:38      5.43      0.29    406.16  224250.9    241.07  223989.1
05:46:39      5.33      1.79    411.89  225320.3    237.32  225264.0
05:46:40      5.73      2.08    271.57  233229.4    214.42  233406.2
05:46:41      4.47      0.12    253.51  233065.7    199.58  233176.1
05:46:42      5.92      1.59    251.86  233260.3    199.67  233398.5
05:46:43      4.12      0.83    275.75  234089.3    215.97  234001.5
05:46:44      3.00      0.17    263.77  232257.7    226.61  232347.1
05:46:45      6.50      2.24    264.14  231512.0    170.68  231527.1
05:46:46      2.61      0.18    186.37  166242.9    159.28  166316.9
05:46:47      4.38      0.51      0.00      0.00      0.00      0.00
05:46:48      4.31      1.91      0.00      0.00      0.00      0.00
05:46:49     20.15     17.17      0.00      0.00      0.00      0.00
05:46:50     19.90     14.62      0.00      0.00      0.00      0.00
05:46:51      4.49      0.34      0.00      0.00      0.00      0.00
05:46:52      5.06      1.91      0.00      0.00      0.00      0.00
05:46:53      4.44      0.29      0.00      0.00      0.00      0.00
05:46:54      5.65      0.34      0.00      0.00      0.00      0.00
05:46:55      3.90      1.97      0.00      0.00      0.00      0.00
  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
05:46:56      4.88      0.18      0.00      0.00      0.00      0.00
05:46:57      5.73      0.45      0.00      0.00      0.00      0.00
05:46:58      6.23      1.91      0.00      0.00      0.00      0.00
05:46:59      4.49      0.48      0.00      0.00      0.00      0.00
05:47:00      5.76      1.65      0.00      0.00      0.00      0.00
05:47:01      3.34      0.65      0.00      0.00      0.00      0.00
05:47:02      3.85      0.43      0.00      0.00      0.00      0.00
05:47:03      4.28      1.59      0.00      0.00      0.00      0.00
05:47:04      3.75      0.65      0.00      0.00      0.00      0.00
05:47:05      2.82      0.53      0.00      0.00      0.00      0.00
05:47:06      5.73      1.42      0.00      0.00      0.00      0.00
05:47:07      3.19      0.83      0.00      0.00      0.00      0.00
05:47:08      4.18      0.29      0.00      0.00      0.00      0.00
05:47:09      5.63      1.59      0.00      0.00      0.00      0.00
05:47:10      6.23      0.83      0.00      0.00      0.00      0.00
05:47:11      4.70      0.12      0.00      0.00      0.00      0.00
05:47:12      5.45      2.24      0.00      0.00      0.00      0.00
05:47:13      6.12      0.18      0.00      0.00      0.00      0.00
05:47:14      4.49      0.43      0.00      0.00      0.00      0.00
05:47:15      6.42      2.01      0.00      0.00      0.00      0.00
05:47:16      3.61      0.18      0.00      0.00      0.00      0.00
05:47:17      2.39      0.45      0.00      0.00      0.00      0.00
  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
05:47:18      4.66      1.25      0.00      0.00      0.00      0.00
05:47:19      2.31      0.83      0.00      0.00      0.00      0.00
05:47:20      3.50      0.57      0.00      0.00      0.00      0.00
