  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
15:50:38      0.00      0.00      0.00      0.00      6.06      0.98
15:50:39      0.00      0.00      0.00      0.00      6.40      0.41
15:50:40      0.00      0.00      0.00      0.00      6.24      0.10
15:50:41      0.00      0.00      0.00      0.00      6.39      0.08
15:50:42      0.00      0.00      0.00      0.00      5.27      0.00
15:50:43      0.00      0.00      0.00      0.00      4.89      0.10
15:50:44      0.00      0.00      0.00      0.00      6.50      0.00
15:50:45      0.00      0.00      0.00      0.00      6.26      0.06
15:50:46      0.00      0.00      0.00      0.00      6.48      0.10
15:50:47      0.00      0.00      0.00      0.00      5.83      0.10
15:50:48      0.00      0.00      0.00      0.00      6.89      0.16
15:50:49      0.00      0.00      0.00      0.00      5.42      0.10
15:50:50      0.00      0.00      0.00      0.00      6.15      0.06
15:50:51      0.00      0.00      0.00      0.00      7.43      2.00
15:50:52      0.00      0.00      0.00      0.00      8.60      1.39
15:50:53      0.00      0.00      0.00      0.00      8.48      1.21
15:50:54      0.00      0.00      0.00      0.00      5.44      0.00
15:50:55    413.71  113127.4    424.44  110301.2      5.15      0.00
15:50:56    297.57  812444.6    381.90  847062.1      6.09      0.06
15:50:57    365.96  818778.1    497.39  829827.3      5.23      0.00
15:50:58    358.59  849302.5    532.47  869042.7      6.26      0.00
15:50:59    539.91  1.03e+06    665.35  1.02e+06      5.74      0.00
  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
15:51:00    551.89  1.08e+06    678.74  1.05e+06      6.26      0.00
15:51:01    426.78  1.16e+06    707.26  1.22e+06      5.38      0.00
15:51:02    363.62  1.20e+06    700.10  1.21e+06      5.56      0.00
15:51:03    296.87  1.22e+06    678.36  1.21e+06      5.47      0.09
15:51:04    296.76  1.21e+06    671.46  1.21e+06      4.97      0.00
15:51:05    283.81  1.21e+06    582.17  1.22e+06      4.86      0.00
15:51:06    285.19  1.21e+06    582.87  1.22e+06      5.22      0.00
15:51:07    280.11  1.22e+06    579.56  1.22e+06      5.79      0.00
15:51:08    280.99  1.22e+06    582.86  1.22e+06      5.85      0.00
15:51:09    279.92  1.22e+06    579.81  1.22e+06      5.79      0.00
15:51:10    279.76  1.22e+06    580.49  1.22e+06      6.09      0.00
15:51:11    283.00  1.23e+06    577.94  1.23e+06      6.03      0.06
15:51:12    278.14  1.22e+06    577.40  1.22e+06      6.61      0.06
15:51:13    270.84  1.23e+06    577.29  1.22e+06      4.62      0.00
15:51:14    278.79  1.22e+06    575.11  1.22e+06      6.80      0.00
15:51:15    133.25  579530.8    277.89  585246.8      6.38      0.00
15:51:16      0.00      0.00      0.00      0.00      6.20      0.00
15:51:17      0.00      0.00      0.00      0.00      5.74      0.00
15:51:18      0.00      0.00      0.00      0.00      6.15      0.00
15:51:19      0.00      0.00      0.00      0.00      5.62      0.00
15:51:20      0.00      0.00      0.00      0.00      5.50      0.06
15:51:21      0.00      0.00      0.00      0.00      5.91      0.06
  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
15:51:22      0.00      0.00      0.00      0.00      6.56      0.00
15:51:23      0.00      0.00      0.00      0.00      6.26      0.00
15:51:24      0.00      0.00      0.00      0.00      5.44      0.00
15:51:25      0.00      0.00      0.00      0.00      5.38      0.12
15:51:26      0.00      0.00      0.00      0.00      6.73      0.00
15:51:27      0.00      0.00      0.00      0.00      5.62      0.00
15:51:28      0.00      0.00      0.00      0.00      6.61      0.00
15:51:29      0.00      0.00      0.00      0.00      6.51      0.00
15:51:30      0.00      0.00      0.00      0.00      7.04      0.00
15:51:31      0.00      0.00      0.00      0.00      5.38      0.00
15:51:32      0.00      0.00      0.00      0.00      6.34      0.00
15:51:33      0.00      0.00      0.00      0.00      7.20      0.06
15:51:34      0.00      0.00      0.00      0.00      5.79      0.00
15:51:35      0.00      0.00      0.00      0.00      6.15      0.00
15:51:36      0.00      0.00      0.00      0.00      9.35      4.00
15:51:37      0.00      0.00      0.00      0.00     11.51      4.45
15:51:38      0.00      0.00      0.00      0.00      9.99      4.60
15:51:39      0.00      0.00      0.00      0.00      8.36      3.01
15:51:40      0.00      0.00      0.00      0.00     10.35      2.58
15:51:41      0.00      0.00      0.00      0.00      7.05      2.02
15:51:42      0.00      0.00      0.00      0.00      9.60      2.89
15:51:43      0.00      0.00      0.00      0.00      9.55      2.86
  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
15:51:44      0.00      0.00      0.00      0.00      8.75      2.38
15:51:45      0.00      0.00      0.00      0.00     10.40      3.82
15:51:46      0.00      0.00      0.00      0.00      8.71      2.45
15:51:47      0.00      0.00      0.00      0.00     10.52      2.88
15:51:48      0.00      0.00      0.00      0.00     17.94      8.65
15:51:49      0.00      0.00      0.00      0.00     26.87     12.76
15:51:50      0.00      0.00      0.00      0.00     16.25      7.92
15:51:51      0.00      0.00      0.00      0.00      8.35      2.80
15:51:52      0.00      0.00      0.00      0.00     10.20      4.50
15:51:53      0.00      0.00      0.00      0.00      8.77      2.33
