Server address : 10.10.1.1:4433, Client address 10.10.1.2:5110
Server address : 10.10.2.1:6836, Client address 10.10.2.2:6199
Server address : 10.10.1.1:5851, Client address 10.10.1.2:6572
Server address : 10.10.2.1:6963, Client address 10.10.2.2:5261
Server address : 10.10.1.1:6066, Client address 10.10.1.2:6503
Server address : 10.10.2.1:5834, Client address 10.10.2.2:6639
Server address : 10.10.1.1:6207, Client address 10.10.1.2:4739
Server address : 10.10.2.1:6037, Client address 10.10.2.2:6296
Server address : 10.10.1.1:5103, Client address 10.10.1.2:5528
Server address : 10.10.2.1:5735, Client address 10.10.2.2:5573
Server address : 10.10.1.1:6827, Client address 10.10.1.2:5185
Server address : 10.10.2.1:5777, Client address 10.10.2.2:6368
Server address : 10.10.1.1:6851, Client address 10.10.1.2:5834
Server address : 10.10.2.1:5881, Client address 10.10.2.2:4828
