Server address : 10.10.1.1:4433, Client address 10.10.1.2:5762
Server address : 10.10.2.1:6892, Client address 10.10.2.2:5560
Server address : 10.10.1.1:6894, Client address 10.10.1.2:5112
Server address : 10.10.2.1:5015, Client address 10.10.2.2:6749
Server address : 10.10.1.1:6316, Client address 10.10.1.2:5441
Server address : 10.10.2.1:5011, Client address 10.10.2.2:6561
Server address : 10.10.1.1:5389, Client address 10.10.1.2:6704
Server address : 10.10.2.1:6879, Client address 10.10.2.2:4886
Server address : 10.10.1.1:6439, Client address 10.10.1.2:5841
Server address : 10.10.2.1:5620, Client address 10.10.2.2:4703
Server address : 10.10.1.1:6391, Client address 10.10.1.2:5402
Server address : 10.10.2.1:6301, Client address 10.10.2.2:5499
Server address : 10.10.1.1:5189, Client address 10.10.1.2:5471
Server address : 10.10.2.1:6820, Client address 10.10.2.2:4990
