Server address : 10.10.1.1:4433, Client address 10.10.1.2:6912
Server address : 10.10.2.1:5797, Client address 10.10.2.2:5765
Server address : 10.10.1.1:5820, Client address 10.10.1.2:5839
Server address : 10.10.2.1:5038, Client address 10.10.2.2:5002
Server address : 10.10.1.1:5407, Client address 10.10.1.2:4567
Server address : 10.10.2.1:6472, Client address 10.10.2.2:5201
Server address : 10.10.1.1:4623, Client address 10.10.1.2:6860
Server address : 10.10.2.1:5799, Client address 10.10.2.2:4502
Server address : 10.10.1.1:6715, Client address 10.10.1.2:4988
Server address : 10.10.2.1:6467, Client address 10.10.2.2:6639
Server address : 10.10.1.1:4767, Client address 10.10.1.2:6959
Server address : 10.10.2.1:5550, Client address 10.10.2.2:6575
Server address : 10.10.1.1:6308, Client address 10.10.1.2:4739
Server address : 10.10.2.1:4854, Client address 10.10.2.2:6492
Server address : 10.10.1.1:5794, Client address 10.10.1.2:5977
