Server address : 10.10.1.1:4433, Client address 10.10.1.2:4726
Server address : 10.10.2.1:5914, Client address 10.10.2.2:5258
Server address : 10.10.1.1:5291, Client address 10.10.1.2:5827
Server address : 10.10.2.1:5798, Client address 10.10.2.2:4650
Server address : 10.10.1.1:5362, Client address 10.10.1.2:5620
Server address : 10.10.2.1:5611, Client address 10.10.2.2:6305
Server address : 10.10.1.1:6272, Client address 10.10.1.2:6190
Server address : 10.10.2.1:4497, Client address 10.10.2.2:5866
Server address : 10.10.1.1:5421, Client address 10.10.1.2:4838
Server address : 10.10.2.1:5575, Client address 10.10.2.2:6393
Server address : 10.10.1.1:6989, Client address 10.10.1.2:6955
