Server address : 10.10.1.1:4433, Client address 10.10.1.2:6134
Server address : 10.10.2.1:6189, Client address 10.10.2.2:4642
Server address : 10.10.1.1:5358, Client address 10.10.1.2:6331
Server address : 10.10.2.1:6379, Client address 10.10.2.2:5368
Server address : 10.10.1.1:6933, Client address 10.10.1.2:6159
Server address : 10.10.2.1:5144, Client address 10.10.2.2:5735
Server address : 10.10.1.1:5875, Client address 10.10.1.2:6690
Server address : 10.10.2.1:6848, Client address 10.10.2.2:5746
Server address : 10.10.1.1:4523, Client address 10.10.1.2:4537
Server address : 10.10.2.1:5642, Client address 10.10.2.2:4616
Server address : 10.10.1.1:4940, Client address 10.10.1.2:6933
Server address : 10.10.2.1:5562, Client address 10.10.2.2:4984
