  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
18:58:29  37522.76    255.27  36288.57    248.71      7.67      1.56
18:58:30  82769.57    541.11  82128.73    546.22      4.74      0.00
18:58:31  843951.0    485.22  917524.1    404.60      5.21      0.00
18:58:32  1.09e+06    628.81  1.15e+06    536.35      5.62      0.00
18:58:33  1.14e+06    582.75  1.18e+06    605.22      5.33      0.00
18:58:34  1.14e+06    617.31  1.16e+06    630.38      4.92      0.00
18:58:35  1.13e+06    658.00  1.16e+06    646.09      5.61      0.00
18:58:36  1.48e+06    807.85  1.47e+06    819.23      4.86      0.00
18:58:37  1.95e+06    796.45  1.93e+06   1133.75      5.44      0.00
18:58:38  2.00e+06    800.26  1.98e+06    931.85      5.15      0.00
18:58:39  1.96e+06    746.82  1.97e+06    995.82      4.51      0.00
18:58:40  1.98e+06    653.25  1.98e+06    933.59      5.33      0.00
18:58:41  1.99e+06    607.94  1.96e+06    891.23      5.38      0.00
18:58:42  2.02e+06    616.46  1.98e+06    866.45      5.21      0.00
18:58:43  2.00e+06    596.48  1.96e+06    879.66      5.69      0.00
18:58:44  2.00e+06    599.15  1.97e+06    900.20      5.62      0.00
18:58:45  2.01e+06    586.84  1.97e+06    891.57      5.85      0.00
18:58:46  2.00e+06    601.93  1.97e+06    890.92      5.33      0.00
18:58:47  2.01e+06    585.86  1.99e+06    879.94      5.15      0.00
18:58:48  2.01e+06    626.73  1.99e+06    890.40      6.04      0.00
18:58:49  1.23e+06    394.61  1.22e+06    554.93      6.32      0.92
18:58:50      0.00      0.00      0.00      0.00      8.92      2.34
  Time        ens2f0np0           ens2f1np1           ens1f0np0     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
18:58:51      0.00      0.00      0.00      0.00      9.47      3.20
18:58:52      0.00      0.00      0.00      0.00      8.95      2.45
18:58:53      0.00      0.00      0.00      0.00      9.65      2.96
18:58:54      0.00      0.00      0.00      0.00      8.92      3.52
18:58:55      0.00      0.00      0.00      0.00      7.66      2.22
18:58:56      0.00      0.00      0.00      0.00      8.68      2.53
18:58:57      0.00      0.00      0.00      0.00      7.69      2.34
18:58:58      0.00      0.00      0.00      0.00     10.29      3.40
18:58:59      0.00      0.00      0.00      0.00      8.74      2.96
18:59:00      0.00      0.00      0.00      0.00      9.55      3.54
18:59:01      0.00      0.00      0.00      0.00      9.29      3.14
18:59:02      0.00      0.00      0.00      0.00      8.84      2.17
18:59:03      0.00      0.00      0.00      0.00     24.98     13.13
18:59:04      0.00      0.00      0.00      0.00     25.51     13.51
18:59:05      0.00      0.00      0.00      0.00      7.44      3.10
18:59:06      0.00      0.00      0.00      0.00      7.65      2.10
18:59:07      0.00      0.00      0.00      0.00      9.96      4.51
18:59:08      0.00      0.00      0.00      0.00      7.85      1.38
