Server address : 10.10.1.1:4433, Client address 10.10.1.2:4443
Server address : 10.10.2.1:5656, Client address 10.10.2.2:5959
Server address : 10.10.1.1:5794, Client address 10.10.1.2:5491
Server address : 10.10.2.1:6640, Client address 10.10.2.2:5468
Server address : 10.10.1.1:5422, Client address 10.10.1.2:6106
Server address : 10.10.2.1:6810, Client address 10.10.2.2:6514
Server address : 10.10.1.1:6533, Client address 10.10.1.2:6472
Server address : 10.10.2.1:5142, Client address 10.10.2.2:5662
Server address : 10.10.1.1:5519, Client address 10.10.1.2:6548
Server address : 10.10.2.1:6382, Client address 10.10.2.2:4947
Server address : 10.10.1.1:6262, Client address 10.10.1.2:4504
Server address : 10.10.2.1:5239, Client address 10.10.2.2:4885
Server address : 10.10.1.1:5868, Client address 10.10.1.2:5992
Server address : 10.10.2.1:4613, Client address 10.10.2.2:4642
Server address : 10.10.1.1:5528, Client address 10.10.1.2:5937
Server address : 10.10.2.1:5104, Client address 10.10.2.2:6339
