Server address : 10.10.1.1:4433, Client address 10.10.1.2:6340
Server address : 10.10.2.1:6749, Client address 10.10.2.2:6945
Server address : 10.10.1.1:6688, Client address 10.10.1.2:4565
Server address : 10.10.2.1:6539, Client address 10.10.2.2:6454
Server address : 10.10.1.1:5187, Client address 10.10.1.2:5195
Server address : 10.10.2.1:5045, Client address 10.10.2.2:5348
Server address : 10.10.1.1:5273, Client address 10.10.1.2:4514
Server address : 10.10.2.1:5584, Client address 10.10.2.2:6883
Server address : 10.10.1.1:6622, Client address 10.10.1.2:4749
Server address : 10.10.2.1:6617, Client address 10.10.2.2:4810
Server address : 10.10.1.1:6176, Client address 10.10.1.2:5505
Server address : 10.10.2.1:4727, Client address 10.10.2.2:6579
Server address : 10.10.1.1:5544, Client address 10.10.1.2:4680
Server address : 10.10.2.1:6897, Client address 10.10.2.2:6583
Server address : 10.10.1.1:5319, Client address 10.10.1.2:4854
