Linux 5.15.0-86-generic (client.vingenzi-207649.improvprot-pg0.utah.cloudlab.us) 	05/27/2024 	_x86_64_	(32 CPU)

02:54:07 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:54:08 AM  all    1.82    0.00    0.69    0.00    0.00    0.50    0.00    0.00    0.00   96.99
02:54:08 AM    0    1.01    0.00    0.00    0.00    0.00    1.01    0.00    0.00    0.00   97.98
02:54:08 AM    1    0.99    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   98.02
02:54:08 AM    2    0.00    0.00    1.00    0.00    0.00    1.00    0.00    0.00    0.00   98.00
02:54:08 AM    3    3.96    0.00    0.00    0.00    0.00    0.99    0.00    0.00    0.00   95.05
02:54:08 AM    4    2.00    0.00    1.00    0.00    0.00    1.00    0.00    0.00    0.00   96.00
02:54:08 AM    5    0.00    0.00    1.02    0.00    0.00    2.04    0.00    0.00    0.00   96.94
02:54:08 AM    6    1.96    0.00    0.98    0.00    0.00    0.00    0.00    0.00    0.00   97.06
02:54:08 AM    7    5.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
02:54:08 AM    8    0.00    0.00    1.00    0.00    0.00    1.00    0.00    0.00    0.00   98.00
02:54:08 AM    9    1.98    0.00    0.99    0.00    0.00    0.99    0.00    0.00    0.00   96.04
02:54:08 AM   10    1.01    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.98
02:54:08 AM   11    1.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.99
02:54:08 AM   12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:54:08 AM   13    9.90    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   88.12
02:54:08 AM   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:54:08 AM   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

02:54:08 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:54:09 AM  all   10.06    0.00   15.43    0.00    0.00    6.18    0.00    0.00    0.00   68.33
02:54:09 AM    0   12.00    0.00   15.00    0.00    0.00   15.00    0.00    0.00    0.00   58.00
02:54:09 AM    1    9.90    0.00   22.77    0.00    0.00    0.00    0.00    0.00    0.00   67.33
02:54:09 AM    2   10.89    0.00   21.78    0.00    0.00    0.99    0.00    0.00    0.00   66.34
02:54:09 AM    3   12.24    0.00   14.29    0.00    0.00    8.16    0.00    0.00    0.00   65.31
02:54:09 AM    4   15.15    0.00   13.13    0.00    0.00    8.08    0.00    0.00    0.00   63.64
02:54:09 AM    5    8.57    0.00    8.57    0.00    0.00   26.67    0.00    0.00    0.00   56.19
02:54:09 AM    6    9.90    0.00   21.78    0.00    0.00    0.99    0.00    0.00    0.00   67.33
02:54:09 AM    7   12.75    0.00   16.67    0.00    0.00    6.86    0.00    0.00    0.00   63.73
02:54:09 AM    8    9.71    0.00   17.48    0.00    0.00   10.68    0.00    0.00    0.00   62.14
02:54:09 AM    9   11.11    0.00   18.18    0.00    0.00    5.05    0.00    0.00    0.00   65.66
02:54:09 AM   10   12.00    0.00   17.00    0.00    0.00    6.00    0.00    0.00    0.00   65.00
02:54:09 AM   11   12.00    0.00   20.00    0.00    0.00    1.00    0.00    0.00    0.00   67.00
02:54:09 AM   12   12.50    0.00   20.19    0.00    0.00    1.92    0.00    0.00    0.00   65.38
02:54:09 AM   13   11.34    0.00   18.56    0.00    0.00    0.00    0.00    0.00    0.00   70.10
02:54:09 AM   14    0.00    0.00    0.00    0.00    0.00    3.16    0.00    0.00    0.00   96.84
02:54:09 AM   15    0.00    0.00    0.00    0.00    0.00    3.12    0.00    0.00    0.00   96.88

02:54:09 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:54:10 AM  all   25.31    0.00   43.22    0.00    0.00   10.80    0.00    0.00    0.00   20.67
02:54:10 AM    0   22.77    0.00   34.65    0.00    0.00   30.69    0.00    0.00    0.00   11.88
02:54:10 AM    1   29.00    0.00   59.00    0.00    0.00    0.00    0.00    0.00    0.00   12.00
02:54:10 AM    2   27.27    0.00   57.58    0.00    0.00    0.00    0.00    0.00    0.00   15.15
02:54:10 AM    3   24.75    0.00   48.51    0.00    0.00   12.87    0.00    0.00    0.00   13.86
02:54:10 AM    4   29.00    0.00   46.00    0.00    0.00   13.00    0.00    0.00    0.00   12.00
02:54:10 AM    5   17.00    0.00   29.00    0.00    0.00   51.00    0.00    0.00    0.00    3.00
02:54:10 AM    6   31.68    0.00   57.43    0.00    0.00    0.00    0.00    0.00    0.00   10.89
02:54:10 AM    7   29.00    0.00   45.00    0.00    0.00   17.00    0.00    0.00    0.00    9.00
02:54:10 AM    8   27.45    0.00   45.10    0.00    0.00   16.67    0.00    0.00    0.00   10.78
02:54:10 AM    9   34.00    0.00   49.00    0.00    0.00    7.00    0.00    0.00    0.00   10.00
02:54:10 AM   10   30.69    0.00   50.50    0.00    0.00    8.91    0.00    0.00    0.00    9.90
02:54:10 AM   11   30.30    0.00   55.56    0.00    0.00    1.01    0.00    0.00    0.00   13.13
02:54:10 AM   12   36.00    0.00   54.00    0.00    0.00    0.00    0.00    0.00    0.00   10.00
02:54:10 AM   13   32.35    0.00   53.92    0.00    0.00    0.00    0.00    0.00    0.00   13.73
02:54:10 AM   14    0.00    0.00    0.00    0.00    0.00    9.47    0.00    0.00    0.00   90.53
02:54:10 AM   15    0.00    0.00    0.00    0.00    0.00    4.40    0.00    0.00    0.00   95.60

02:54:10 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:54:11 AM  all   27.30    0.00   40.40    0.00    0.00   10.15    0.00    0.00    0.00   22.16
02:54:11 AM    0   28.71    0.00   36.63    0.00    0.00   21.78    0.00    0.00    0.00   12.87
02:54:11 AM    1   36.00    0.00   49.00    0.00    0.00    0.00    0.00    0.00    0.00   15.00
02:54:11 AM    2   34.34    0.00   48.48    0.00    0.00    2.02    0.00    0.00    0.00   15.15
02:54:11 AM    3   30.61    0.00   42.86    0.00    0.00   10.20    0.00    0.00    0.00   16.33
02:54:11 AM    4   34.74    0.00   43.16    0.00    0.00    9.47    0.00    0.00    0.00   12.63
02:54:11 AM    5   15.24    0.00   29.52    0.00    0.00   49.52    0.00    0.00    0.00    5.71
02:54:11 AM    6   28.87    0.00   59.79    0.00    0.00    0.00    0.00    0.00    0.00   11.34
02:54:11 AM    7   29.79    0.00   41.49    0.00    0.00   17.02    0.00    0.00    0.00   11.70
