Server address : 10.10.1.1:4433, Client address 10.10.1.2:6467
Server address : 10.10.2.1:5333, Client address 10.10.2.2:5400
Server address : 10.10.1.1:4734, Client address 10.10.1.2:4636
Server address : 10.10.2.1:6612, Client address 10.10.2.2:5653
Server address : 10.10.1.1:4601, Client address 10.10.1.2:5822
Server address : 10.10.2.1:5242, Client address 10.10.2.2:6918
Server address : 10.10.1.1:4717, Client address 10.10.1.2:4718
Server address : 10.10.2.1:4766, Client address 10.10.2.2:6988
Server address : 10.10.1.1:4702, Client address 10.10.1.2:6890
Server address : 10.10.2.1:5474, Client address 10.10.2.2:5678
Server address : 10.10.1.1:4811, Client address 10.10.1.2:6646
Server address : 10.10.2.1:5863, Client address 10.10.2.2:6959
Server address : 10.10.1.1:6594, Client address 10.10.1.2:5922
Server address : 10.10.2.1:6549, Client address 10.10.2.2:5601
Server address : 10.10.1.1:4753, Client address 10.10.1.2:5231
Server address : 10.10.2.1:5635, Client address 10.10.2.2:5619
